"","iteraciones","distancia","masa"
"3000",50,0.0072585218484043,"28"
"3001",1,0.00734959877767505,"20"
"3002",2,0.00195385145840154,"5"
"3003",3,0.0117812925637066,"41"
"3004",4,0.00576622776099826,"21"
"3005",5,0.00889823524592795,"23"
"3006",6,0.00727975655867531,"14"
"3007",7,0.00578976814787712,"13"
"3008",8,0.0106508580628338,"36"
"3009",9,0.0104168319942252,"34"
"3010",10,0.0127799051236661,"30"
"3011",11,0.0212753759589457,"81"
"3012",12,0.00423497980480261,"13"
"3013",13,0.0170541370947529,"59"
"3014",14,0.0166234300824509,"69"
"3015",15,0.0175779117882776,"75"
"3016",16,0.0116286948925685,"41"
"3017",17,0.0155730279923835,"43"
"3018",18,0.0190804672555956,"98"
"3019",19,0.0153806359484349,"54"
"3020",20,0.0149630705094767,"39"
"3021",21,0.0139315065741743,"48"
"3022",22,0.0201107926869401,"75"
"3023",23,0.0155097281594023,"54"
"3024",24,0.00973887379008294,"27"
"3025",25,0.0218347659017702,"101"
"3026",26,0.0165686768455493,"59"
"3027",27,0.0216112688836201,"83"
"3028",28,0.00754354720805407,"21"
"3029",29,0.00723680627062269,"8"
"3030",30,0.0211263304758654,"121"
"3031",31,0.00863903032301941,"21"
"3032",32,0.0188620300421478,"95"
"3033",33,0.0165341460059517,"59"
"3034",34,0.0194342378638993,"105"
"3035",35,0.017982026227384,"86"
"3036",36,0.00911587317710881,"24"
"3037",37,0.00630552380868143,"16"
"3038",38,0.00455294432153771,"9"
"3039",39,0.0142688758539575,"50"
"3040",40,0.00785648126372182,"17"
"3041",41,0.0136736353663774,"33"
"3042",42,0.0133292230269185,"46"
"3043",43,0.00669331054777845,"12"
"3044",44,0.0277134325859367,"119"
"3045",45,0.0190276071266594,"83"
"3046",46,0.0153618707804522,"41"
"3047",47,0.0152841697110374,"63"
"3048",48,0.0229281483869567,"118"
"3049",49,0.0158432229881596,"46"
"3050",50,0.00977982853944165,"28"
"3051",1,0.00720246435556395,"20"
"3052",2,0.00254567298626672,"5"
"3053",3,0.0127577547377354,"41"
"3054",4,0.00758890186878689,"21"
"3055",5,0.0123973131495108,"23"
"3056",6,0.00824632389096835,"14"
"3057",7,0.00603009349094779,"13"
"3058",8,0.0123550161903551,"36"
"3059",9,0.0126579813122493,"34"
"3060",10,0.0125770928777985,"30"
"3061",11,0.0201086754396468,"81"
"3062",12,0.00525772713890494,"13"
"3063",13,0.0155951434488047,"59"
