"","iteraciones","distancia","masa"
"224",24,0.000256708414069579,"14"
"225",25,0.000275772749006193,"39"
"226",26,0.000171593762920068,"49"
"227",27,0.000221520329652322,"59"
"228",28,0.000263777068132754,"28"
"229",29,0.000285425343290034,"36"
"230",30,0.000288312353956969,"21"
"231",31,0.000283098310069143,"46"
"232",32,0.000511477341555837,"16"
"233",33,0.000236756250842719,"45"
"234",34,0.000793840195757791,"8"
"235",35,0.00046758992583055,"23"
"236",36,0.00308852574893283,"2"
"237",37,0.0005219960402539,"21"
"238",38,0.00025914422928264,"67"
"239",39,0.000242298970764989,"92"
"240",40,0.00209565475117108,"1"
"241",41,0.000385978648751158,"21"
"242",42,0.000183383490655303,"58"
"243",43,0.000511773056962801,"19"
"244",44,0.000208682230776813,"73"
"245",45,0.000272312949497905,"33"
"246",46,0.000202592891182548,"87"
"247",47,0.000241491909657521,"51"
"248",48,0.00398898831531685,"2"
"249",49,0.000323961645168748,"45"
"250",50,0.000193261391462422,"56"
"251",1,0.000150640335810886,"128"
"252",2,0.000389047874669228,"26"
"253",3,0.000228431275721044,"13"
"254",4,0.000550028740302048,"15"
"255",5,0.000248004534459727,"57"
"256",6,0.000427108767414339,"54"
"257",7,0.000287539100977395,"20"
"258",8,0.000310328580134704,"47"
"259",9,0.000244414192279955,"59"
"260",10,0.00186986762747199,"2"
"261",11,0.00010468071582065,"74"
"262",12,0.000466066275296189,"19"
"263",13,0.00029860635394557,"48"
"264",14,0.000324784891025084,"22"
"265",15,0.00052755866287849,"9"
"266",16,0.000186779556425522,"95"
"267",17,0.000272094458703919,"45"
"268",18,0.000324239318336968,"42"
"269",19,0.000261149367065903,"17"
"270",20,0.000298221346960864,"43"
"271",21,0.000548925403033828,"8"
"272",22,0.00021446904189493,"57"
"273",23,0.000182282359939584,"91"
"274",24,0.000256358877103878,"14"
"275",25,0.000275430337799071,"39"
"276",26,0.000170809866740747,"49"
"277",27,0.000220691959680068,"59"
"278",28,0.000262972814338952,"28"
"279",29,0.000285011606682539,"36"
"280",30,0.000286250627358553,"21"
"281",31,0.000282638872007344,"46"
"282",32,0.00051075810215942,"16"
"283",33,0.000236696793551392,"45"
"284",34,0.000792714948252407,"8"
"285",35,0.000466889332256379,"23"
"286",36,0.00308054631534915,"2"
"287",37,0.000520489041573593,"21"
"288",38,0.000258506696671688,"67"
"289",39,0.000242287904239362,"92"
"290",40,0.00207031337589505,"1"
"291",41,0.000385522159955091,"21"
"292",42,0.00018279611525386,"58"
"293",43,0.000510789096083721,"19"
"294",44,0.000207812528102963,"73"
"295",45,0.000272143067007266,"33"
"296",46,0.000202215006713731,"87"
"297",47,0.000240601223897985,"51"
"298",48,0.00400821497054222,"2"
"299",49,0.000323586124374993,"45"
"300",50,0.000192628205434423,"56"
"301",1,0.000149886788979603,"128"
"302",2,0.000388167348532252,"26"
"303",3,0.000227088637208768,"13"
"304",4,0.000548895785991645,"15"
"305",5,0.00024706577851304,"57"
"306",6,0.000426608331587552,"54"
"307",7,0.000287119826571834,"20"
"308",8,0.000309855033705062,"47"
"309",9,0.000243517377605239,"59"
"310",10,0.001867682882876,"2"
"311",11,0.000105123758639092,"74"
"312",12,0.000465126779495748,"19"
"313",13,0.000298225736108093,"48"
"314",14,0.00032444459901427,"22"
"315",15,0.000521895268414322,"9"
"316",16,0.000186235126387899,"95"
"317",17,0.000271123764611381,"45"
"318",18,0.000323940737974996,"42"
"319",19,0.000260521372593888,"17"
"320",20,0.000297808249193279,"43"
"321",21,0.000547871949741808,"8"
"322",22,0.000214077854547028,"57"
"323",23,0.000181260976853683,"91"
"324",24,0.000256010771946151,"14"
"325",25,0.000275095837669981,"39"
"326",26,0.000170029780134764,"49"
"327",27,0.000219902121414316,"59"
"328",28,0.000262164635289862,"28"
"329",29,0.000284606556982614,"36"
"330",30,0.000284169281579625,"21"
"331",31,0.000282187422058823,"46"
"332",32,0.000510049633708074,"16"
"333",33,0.000236635653682045,"45"
"334",34,0.000791606635330439,"8"
"335",35,0.000466199805689041,"23"
"336",36,0.00307234480070869,"2"
"337",37,0.000518988853768452,"21"
"338",38,0.000257871915839141,"67"
"339",39,0.000242277195352695,"92"
"340",40,0.00204527868167782,"1"
"341",41,0.000385072731983735,"21"
"342",42,0.000182214621474856,"58"
"343",43,0.000509818679951226,"19"
"344",44,0.000206948092083338,"73"
"345",45,0.000271980731982148,"33"
"346",46,0.000201842421932962,"87"
"347",47,0.000239747155986341,"51"
"348",48,0.004029712678564,"2"
"349",49,0.000323215993455658,"45"
"350",50,0.000191998492611289,"56"
"351",1,0.000149123747573161,"128"
"352",2,0.000387303004007246,"26"
"353",3,0.000225769609014007,"13"
"354",4,0.000547732305111066,"15"
"355",5,0.000246139695053348,"57"
"356",6,0.000426116069849552,"54"
"357",7,0.000286706706810689,"20"
"358",8,0.000309391217638036,"47"
"359",9,0.000242630998412837,"59"
"360",10,0.00186554259470703,"2"
"361",11,0.000105644737543426,"74"
"362",12,0.000464198178052778,"19"
"363",13,0.00029785229992638,"48"
"364",14,0.000324109289043993,"22"
"365",15,0.000515498191114681,"9"
"366",16,0.000185690457170162,"95"
"367",17,0.000270169925304702,"45"
"368",18,0.000323646507680638,"42"
"369",19,0.000259899334233737,"17"
"370",20,0.000297402779131736,"43"
"371",21,0.000546834908742375,"8"
"372",22,0.000213690112581971,"57"
"373",23,0.000180240989137277,"91"
"374",24,0.000255664267846083,"14"
"375",25,0.0002747692306471,"39"
"376",26,0.000169253252088723,"49"
"377",27,0.000219146299905396,"59"
"378",28,0.000261352088501828,"28"
"379",29,0.000284210384216666,"36"
"380",30,0.0002820664341705,"21"
"381",31,0.000281744014744275,"46"
"382",32,0.000509351942872071,"16"
"383",33,0.000236573116154401,"45"
"384",34,0.000790515330414241,"8"
"385",35,0.000465521439470153,"23"
"386",36,0.00306390894305207,"2"
"387",37,0.000517495697674406,"21"
"388",38,0.000257239939837463,"67"
"389",39,0.000242266683042804,"92"
"390",40,0.00202058127266677,"1"
"391",41,0.000384630433581484,"21"
"392",42,0.000181639060715697,"58"
"393",43,0.000508861945761679,"19"
"394",44,0.000206088870499186,"73"
"395",45,0.000271824364305535,"33"
"396",46,0.00020147521084382,"87"
"397",47,0.000238927258607754,"51"
"398",48,0.00405278711336373,"2"
"399",49,0.000322851289964741,"45"
"400",50,0.000191372274693827,"56"
"401",1,0.000148349500431427,"128"
"402",2,0.00038645499168017,"26"
"403",3,0.000224476608475253,"13"
"404",4,0.000546534258218907,"15"
"405",5,0.000245227154031917,"57"
"406",6,0.000425632004250793,"54"
"407",7,0.000286299753772682,"20"
"408",8,0.000308937011847548,"47"
"409",9,0.000241755474124214,"59"
"410",10,0.00186344692461746,"2"
"411",11,0.000106268732784848,"74"
"412",12,0.000463280691805749,"19"
"413",13,0.000297486098884217,"48"
"414",14,0.000323778979686191,"22"
"415",15,0.000508342052637826,"9"
"416",16,0.000185145133088569,"95"
"417",17,0.000269234135201909,"45"
"418",18,0.000323356797366196,"42"
"419",19,0.000259283013618961,"17"
"420",20,0.000297004902353216,"43"
"421",21,0.000545814406504489,"8"
"422",22,0.000213305674022375,"57"
"423",23,0.0001792233745904,"91"
"424",24,0.000255319524903309,"14"
"425",25,0.000274450462810924,"39"
"426",26,0.00016847993036539,"49"
"427",27,0.000218420862322156,"59"
"428",28,0.000260534707912245,"28"
"429",29,0.000283823257890815,"36"
"430",30,0.000279940388562331,"21"
"431",31,0.000281308689791912,"46"
"432",32,0.000508664989882953,"16"
"433",33,0.000236509402244163,"45"
"434",34,0.000789441034923168,"8"
"435",35,0.000464854286747301,"23"
"436",36,0.00305522480632014,"2"
"437",37,0.000516009892914682,"21"
"438",38,0.000256610807913428,"67"
"439",39,0.000242256210688043,"92"
"440",40,0.00199624876470456,"1"
"441",41,0.00038419529272861,"21"
"442",42,0.000181069429876282,"58"
"443",43,0.000507919007175986,"19"
"444",44,0.000205234844808954,"73"
"445",45,0.000271672469903601,"33"
"446",46,0.00020111342803047,"87"
"447",47,0.000238139342872536,"51"
"448",48,0.00407669436328982,"2"
"449",49,0.000322492018095076,"45"
"450",50,0.000190749553328526,"56"
"451",1,0.000147562078005662,"128"
"452",2,0.000385623454617211,"26"
"453",3,0.000223211781181465,"13"
"454",4,0.000545297100220782,"15"
"455",5,0.000244329104330594,"57"
"456",6,0.000425156112793375,"54"
"457",7,0.000285898951309246,"20"
"458",8,0.000308492271812159,"47"
"459",9,0.000240891262323125,"59"
"460",10,0.00186139585743746,"2"
"461",11,0.000107010834342743,"74"
"462",12,0.000462374524018483,"19"
"463",13,0.000297127158320386,"48"
"464",14,0.000323453660430792,"22"
"465",15,0.000500477247362515,"9"
"466",16,0.000184598672733375,"95"
"467",17,0.00026831751973916,"45"
"468",18,0.000323071727667495,"42"
"469",19,0.000258672135648982,"17"
"470",20,0.000296614556755132,"43"
"471",21,0.000544810613098165,"8"
"472",22,0.000212924357803124,"57"
"473",23,0.000178209262924261,"91"
"474",24,0.000254976692232236,"14"
"475",25,0.00027413944274139,"39"
"476",26,0.000167709337307732,"49"
"477",27,0.000217722842928841,"59"
"478",28,0.000259712006704987,"28"
"479",29,0.000283445326187214,"36"
"480",30,0.000277789755104934,"21"
"481",31,0.000280881468983655,"46"
"482",32,0.000507988688676677,"16"
"483",33,0.000236444682349796,"45"
"484",34,0.000788383678170637,"8"
"485",35,0.000464198359081842,"23"
"486",36,0.00304627697392252,"2"
"487",37,0.000514531874402551,"21"
"488",38,0.000255984544622919,"67"
"489",39,0.000242245625712147,"92"
"490",40,0.00197230560909824,"1"
"491",41,0.000383767297232757,"21"
"492",42,0.000180505664801003,"58"
"493",43,0.000506989947621614,"19"
"494",44,0.000204386039918246,"73"
"495",45,0.000271523645074074,"33"
"496",46,0.000200757108086702,"87"
"497",47,0.000237381426646287,"51"
"498",48,0.0041006922876411,"2"
"499",49,0.000322138148338514,"45"
"500",50,0.000190130309390375,"56"
"501",1,0.000146759232360485,"128"
"502",2,0.000384808506337199,"26"
"503",3,0.000221976938136421,"13"
"504",4,0.000544015775365582,"15"
"505",5,0.000243446546598227,"57"
"506",6,0.000424688331423112,"54"
"507",7,0.000285504256400543,"20"
"508",8,0.000308056828229425,"47"
"509",9,0.000240038848787811,"59"
"510",10,0.0018593892076477,"2"
"511",11,0.000107872064757502,"74"
"512",12,0.000461479861945469,"19"
"513",13,0.000296775474479059,"48"
"514",14,0.000323133294031495,"22"
"515",15,0.000492049655864494,"9"
"516",16,0.000184050528908433,"95"
"517",17,0.000267421097511134,"45"
"518",18,0.000322791372587578,"42"
"519",19,0.000258066385548692,"17"
"520",20,0.000296231653658576,"43"
"521",21,0.000543823724435958,"8"
"522",22,0.000212545942738546,"57"
"523",23,0.000177199919929409,"91"
"524",24,0.000254635906205212,"14"
"525",25,0.000273836040818914,"39"
"526",26,0.000166940839847785,"49"
"527",27,0.000217049774054688,"59"
"528",28,0.000258883482425107,"28"
"529",29,0.000283076716227278,"36"
"530",30,0.000275613598541638,"21"
"531",31,0.000280462352995623,"46"
"532",32,0.000507322908405536,"16"
"533",33,0.000236379087912251,"45"
"534",34,0.000787343119099136,"8"
"535",35,0.000463553625147735,"23"
"536",36,0.00303704871959818,"2"
"537",37,0.000513062196049367,"21"
"538",38,0.000255361159616689,"67"
"539",39,0.000242234779615954,"92"
"540",40,0.00194877295841024,"1"
"541",41,0.000383346396403956,"21"
"542",42,0.000179947633996696,"58"
"543",43,0.000506074812576914,"19"
"544",44,0.000203542527831485,"73"
"545",45,0.000271376579581748,"33"
"546",46,0.000200406265814661,"87"
"547",47,0.000236651685194109,"51"
"548",48,0.00412406361260836,"2"
"549",49,0.000321789618367264,"45"
"550",50,0.000189514503164856,"56"
"551",1,0.000145938418603544,"128"
"552",2,0.000384010208127924,"26"
"553",3,0.000220773504756658,"13"
"554",4,0.000542684728203524,"15"
"555",5,0.000242580498021833,"57"
"556",6,0.000424228556620689,"54"
"557",7,0.000285115600759414,"20"
"558",8,0.000307630486927656,"47"
"559",9,0.000239198733775685,"59"
"560",10,0.00185742662656765,"2"
"561",11,0.000108837276190173,"74"
"562",12,0.000460596878458591,"19"
"563",13,0.000296431013614158,"48"
"564",14,0.000322817819234185,"22"
"565",15,0.000483297834039158,"9"
"566",16,0.000183500089318282,"95"
"567",17,0.000266545740130878,"45"
"568",18,0.00032251576269719,"42"
"569",19,0.00025746540668911,"17"
"570",20,0.000295856079068566,"43"
"571",21,0.000542853942405507,"8"
"572",22,0.000212170166804611,"57"
"573",23,0.000176196723008115,"91"
"574",24,0.000254297288898559,"14"
"575",25,0.000273540089003199,"39"
"576",26,0.000166173611724689,"49"
"577",27,0.000216399551872548,"59"
"578",28,0.000258048624218539,"28"
"579",29,0.000282717534904895,"36"
"580",30,0.000273411607647627,"21"
"581",31,0.000280051318214356,"46"
"582",32,0.000506667475594763,"16"
"583",33,0.000236312722516981,"45"
"584",34,0.000786319148017413,"8"
"585",35,0.000462920009511553,"23"
"586",36,0.00302752214828218,"2"
"587",37,0.000511601526006694,"21"
"588",38,0.000254740647464816,"67"
"589",39,0.000242223528123051,"92"
"590",40,0.00192566857536889,"1"
"591",41,0.000382932503282523,"21"
"592",42,0.000179395132849257,"58"
"593",43,0.000505173601267351,"19"
"594",44,0.000202704428195954,"73"
"595",45,0.000271230058979135,"33"
"596",46,0.000200060896864605,"87"
"597",47,0.000235948406689146,"51"
"598",48,0.0041461223040589,"2"
"599",49,0.000321446334557087,"45"
"600",50,0.000188902075201022,"56"
"601",1,0.000145096781520716,"128"
"602",2,0.000383228549206864,"26"
"603",3,0.000219602487072086,"13"
"604",4,0.000541297941364758,"15"
"605",5,0.000241731955177312,"57"
"606",6,0.000423776648098068,"54"
"607",7,0.000284732892579681,"20"
"608",8,0.000307213029401049,"47"
"609",9,0.000238371416219822,"59"
"610",10,0.00185550760776164,"2"
"611",11,0.000109877132987492,"74"
"612",12,0.000459725733137454,"19"
"613",13,0.000296093710903456,"48"
"614",14,0.000322507153488832,"22"
"615",15,0.000474519509767569,"9"
"616",16,0.000182946678380966,"95"
"617",17,0.000265692135541737,"45"
"618",18,0.000322244888458664,"42"
"619",19,0.00025686879876965,"17"
"620",20,0.000295487695162423,"43"
"621",21,0.000541901456400077,"8"
"622",22,0.000211796726553719,"57"
"623",23,0.000175201129897808,"91"
"624",24,0.000253960946893575,"14"
"625",25,0.000273251380790275,"39"
"626",26,0.000165406585272362,"49"
"627",27,0.000215770331599467,"59"
"628",28,0.00025720692213747,"28"
"629",29,0.000282367869894505,"36"
"630",30,0.000271184277580738,"21"
"631",31,0.000279648313836556,"46"
"632",32,0.000506022176381705,"16"
"633",33,0.000236245671664743,"45"
"634",34,0.000785311487125238,"8"
"635",35,0.000462297391856767,"23"
"636",36,0.00301767830773564,"2"
"637",37,0.000510150638587118,"21"
"638",38,0.000254122987129424,"67"
"639",39,0.000242211731196758,"92"
"640",40,0.00190300678495875,"1"
"641",41,0.000382525497012586,"21"
"642",42,0.000178847878593132,"58"
"643",43,0.00050428625903842,"19"
"644",44,0.000201871908865829,"73"
"645",45,0.000271082966503337,"33"
"646",46,0.000199720978548964,"87"
"647",47,0.000235269955738037,"51"
"648",48,0.00416621144070535,"2"
"649",49,0.000321108173699545,"45"
"650",50,0.000188292947663514,"56"
"651",1,0.000144231152170656,"128"
"652",2,0.00038246343379975,"26"
"653",3,0.000218464460153731,"13"
"654",4,0.00053984901324296,"15"
"655",5,0.000240901860548465,"57"
"656",6,0.000423332431499771,"54"
"657",7,0.000284356018507655,"20"
"658",8,0.000306804214319004,"47"
"659",9,0.000237557378914702,"59"
"660",10,0.00185363149100901,"2"
"661",11,0.000110954372013581,"74"
"662",12,0.000458866573292447,"19"
"663",13,0.00029576346960107,"48"
"664",14,0.000322201195540511,"22"
"665",15,0.000466015701210182,"9"
"666",16,0.000182389560674037,"95"
"667",17,0.000264860762008668,"45"
"668",18,0.000321978703565712,"42"
"669",19,0.000256276116497415,"17"
"670",20,0.000295126342186956,"43"
"671",21,0.000540966429675455,"8"
"672",22,0.000211425276580906,"57"
"673",23,0.000174214644575581,"91"
"674",24,0.000253626970827118,"14"
"675",25,0.000272969671326922,"39"
"676",26,0.00016463838927719,"49"
"677",27,0.0002151604514925,"59"
"678",28,0.000256357878853476,"28"
"679",29,0.000282027790765974,"36"
"680",30,0.000268933089856044,"21"
"681",31,0.000279253260043599,"46"
"682",32,0.000505386758774595,"16"
"683",33,0.000236178010214696,"45"
"684",34,0.000784319790207139,"8"
"685",35,0.000461685607479384,"23"
"686",36,0.00300749728314125,"2"
"687",37,0.000508710407250977,"21"
"688",38,0.000253508141287162,"67"
"689",39,0.000242199252925863,"92"
"690",40,0.00188079846813199,"1"
"691",41,0.000382125225311406,"21"
"692",42,0.000178305506338003,"58"
"693",43,0.000503412672606284,"19"
"694",44,0.000201045188909361,"73"
"695",45,0.000270934284945726,"33"
"696",46,0.000199386470775272,"87"
"697",47,0.000234614749060885,"51"
"698",48,0.00418369765400438,"2"
"699",49,0.000320774984800221,"45"
"700",50,0.000187687026112858,"56"
"701",1,0.000143338060010331,"128"
"702",2,0.000381714677937644,"26"
"703",3,0.00021735958118174,"13"
"704",4,0.00053833128983342,"15"
"705",5,0.000240091076010884,"57"
"706",6,0.00042289570144299,"54"
"707",7,0.000283984846066502,"20"
"708",8,0.00030640378018153,"47"
"709",9,0.000236757077846242,"59"
"710",10,0.00185179746809839,"2"
"711",11,0.000112031891796311,"74"
"712",12,0.000458019536325723,"19"
"713",13,0.00029544016132796,"48"
"714",14,0.000321899828123473,"22"
"715",15,0.000458035489076737,"9"
"716",16,0.0001818279464873,"95"
"717",17,0.000264051878299873,"45"
"718",18,0.000321717128485299,"42"
"719",19,0.000255686869405057,"17"
"720",20,0.000294771840971356,"43"
"721",21,0.000540048992852605,"8"
"722",22,0.000211055429076409,"57"
"723",23,0.000173238784886946,"91"
"724",24,0.000253295436210605,"14"
"725",25,0.000272694677947169,"39"
"726",26,0.000163867268340948,"49"
"727",27,0.000214568385335164,"59"
"728",28,0.000255501024505073,"28"
"729",29,0.000281697350492012,"36"
"730",30,0.000266660668736804,"21"
"731",31,0.000278866048156389,"46"
"732",32,0.000504760935413272,"16"
"733",33,0.000236109806707707,"45"
"734",34,0.000783343643451956,"8"
"735",35,0.000461084449921734,"23"
"736",36,0.00299695829434054,"2"
"737",37,0.000507281799935585,"21"
"738",38,0.000252896056224337,"67"
"739",39,0.000242185961528708,"92"
"740",40,0.00185905109365557,"1"
"741",41,0.000381731507354494,"21"
"742",42,0.000177767566561626,"58"
"743",43,0.000502552670270332,"19"
"744",44,0.000200224544680926,"73"
"745",45,0.000270783098969984,"33"
"746",46,0.000199057317265323,"87"
"747",47,0.000233981245921106,"51"
"748",48,0.00419796492536276,"2"
"749",49,0.000320446591224419,"45"
"750",50,0.000187084201691905,"56"
"751",1,0.000142413767244107,"128"
"752",2,0.000380982015693606,"26"
"753",3,0.000216287624702,"13"
"754",4,0.00053673806462501,"15"
"755",5,0.000239300363339543,"57"
"756",6,0.000422466225383331,"54"
"757",7,0.000283619226730679,"20"
"758",8,0.000306011448986967,"47"
"759",9,0.000235970936956263,"59"
"760",10,0.00185000459439144,"2"
"761",11,0.000113079272032568,"74"
"762",12,0.000457184754847231,"19"
"763",13,0.000295123628236341,"48"
"764",14,0.000321602921114137,"22"
"765",15,0.000450743335974563,"9"
"766",16,0.000181260999811987,"95"
"767",17,0.000263265530622036,"45"
"768",18,0.000321460054466662,"42"
"769",19,0.000255100523509083,"17"
"770",20,0.00029442399612818,"43"
"771",21,0.00053914924462712,"8"
"772",22,0.000210686753556416,"57"
"773",23,0.00017227505440815,"91"
"774",24,0.000252966405813354,"14"
"775",25,0.000272426081475667,"39"
