"","k","Tiempos","Tipo"
"127",20000,0.661038160324097,"Paralelo"
"128",20000,0.602033853530884,"Paralelo"
"129",20000,0.67703914642334,"Paralelo"
"130",20000,0.667037963867188,"Paralelo"
"131",20000,0.59403395652771,"Paralelo"
"132",20000,0.681039094924927,"Paralelo"
"133",20000,0.703040838241577,"Paralelo"
"134",20000,0.591032981872559,"Paralelo"
"135",20000,0.670039176940918,"Paralelo"
"136",20000,0.733042001724243,"Paralelo"
"137",20000,0.604033946990967,"Paralelo"
"138",20000,0.735042095184326,"Paralelo"
"139",20000,0.667037963867188,"Paralelo"
"140",20000,0.598034858703613,"Paralelo"
"141",20000,0.700040102005005,"Paralelo"
"142",20000,0.699039936065674,"Paralelo"
"143",20000,0.622035026550293,"Paralelo"
"144",20000,0.674039125442505,"Paralelo"
"145",20000,0.674037933349609,"Paralelo"
"146",20000,0.592033863067627,"Paralelo"
"147",20000,0.70304012298584,"Paralelo"
"148",20000,0.6910400390625,"Paralelo"
"149",20000,0.638036012649536,"Paralelo"
"150",20000,0.674039125442505,"Paralelo"
"151",20000,0.664037942886353,"Paralelo"
"152",20000,0.638036966323853,"Paralelo"
"153",20000,0.673038005828857,"Paralelo"
"154",20000,0.666038036346436,"Paralelo"
"155",20000,0.641036987304688,"Paralelo"
"156",20000,0.7430419921875,"Paralelo"
"157",20000,0.68303918838501,"Paralelo"
"158",20000,0.58203387260437,"Paralelo"
"159",20000,0.671038150787354,"Paralelo"
"160",20000,0.666037797927856,"Paralelo"
"161",20000,0.597033977508545,"Paralelo"
"162",20000,0.661037921905518,"Paralelo"
"163",20000,0.677038908004761,"Paralelo"
"164",20000,0.610034942626953,"Paralelo"
"165",20000,0.668037891387939,"Paralelo"
"166",20000,0.662038087844849,"Paralelo"
"167",20000,0.596034049987793,"Paralelo"
"168",20000,0.672038078308105,"Paralelo"
"169",20000,0.665038108825684,"Paralelo"
"170",20000,0.588032960891724,"Paralelo"
"171",20000,0.673038959503174,"Paralelo"
"172",20000,0.709039926528931,"Paralelo"
"173",20000,0.628036022186279,"Paralelo"
"174",20000,0.679039001464844,"Paralelo"
"175",20000,0.732041835784912,"Paralelo"
"176",20000,0.642036914825439,"Paralelo"
"177",20000,0.689038991928101,"Paralelo"
"178",20000,0.672039031982422,"Paralelo"
"179",20000,0.621034860610962,"Paralelo"
"180",20000,0.709040880203247,"Paralelo"
"181",20000,0.657037019729614,"Paralelo"
"182",20000,0.603034973144531,"Paralelo"
"183",20000,0.667037963867188,"Paralelo"
"184",20000,0.662038087844849,"Paralelo"
"185",20000,0.593034029006958,"Paralelo"
"186",20000,0.735041856765747,"Paralelo"
"187",20000,0.788044929504395,"Paralelo"
"188",20000,0.608035087585449,"Paralelo"
"189",20000,0.73704195022583,"Paralelo"
"190",20000,0.656038045883179,"Paralelo"
"191",20000,0.621034860610962,"Paralelo"
"192",20000,0.675039052963257,"Paralelo"
"193",20000,0.693038940429688,"Paralelo"
"194",20000,0.613034963607788,"Paralelo"
"195",20000,0.745043039321899,"Paralelo"
"196",20000,0.686038970947266,"Paralelo"
