"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96"
"V67",700,1,49,20,700,2,31,4,700,3,57,0,700,4,53,0,700,5,57,0,700,6,68,0,700,7,67,0,700,8,82,0,200,1,18,14,200,2,30,0,200,3,21,1,200,4,17,0,200,5,15,2,200,6,48,0,200,7,46,0,200,8,28,1,500,1,17,27,500,2,40,4,500,3,32,0,500,4,27,0,500,5,32,0,500,6,51,0,500,7,50,0,500,8,38,0
"V68",700,1,59,0,700,2,46,0,700,3,63,0,700,4,51,0,700,5,61,0,700,6,72,0,700,7,64,0,700,8,52,0,200,1,31,5,200,2,11,2,200,3,26,1,200,4,18,1,200,5,35,0,200,6,35,0,200,7,41,0,200,8,27,0,500,1,18,30,500,2,42,0,500,3,35,0,500,4,37,3,500,5,44,0,500,6,58,1,500,7,54,0,500,8,46,0
"V69",700,1,23,35,700,2,56,1,700,3,44,0,700,4,33,0,700,5,55,0,700,6,60,0,700,7,58,0,700,8,54,0,200,1,12,9,200,2,17,1,200,3,24,0,200,4,27,0,200,5,21,0,200,6,18,0,200,7,28,0,200,8,33,0,500,1,35,5,500,2,73,2,500,3,38,1,500,4,36,0,500,5,72,0,500,6,73,0,500,7,57,0,500,8,91,0
"V70",700,1,32,24,700,2,33,0,700,3,45,0,700,4,52,0,700,5,39,0,700,6,60,0,700,7,78,0,700,8,71,0,200,1,12,11,200,2,29,0,200,3,19,0,200,4,34,0,200,5,20,0,200,6,34,0,200,7,28,0,200,8,48,0,500,1,31,12,500,2,40,4,500,3,56,0,500,4,46,0,500,5,46,0,500,6,36,0,500,7,62,0,500,8,41,0
"V71",700,1,19,41,700,2,35,2,700,3,30,0,700,4,27,2,700,5,77,0,700,6,61,0,700,7,40,0,700,8,75,0,200,1,13,2,200,2,24,0,200,3,39,1,200,4,52,0,200,5,28,1,200,6,36,0,200,7,40,0,200,8,37,0,500,1,15,32,500,2,30,0,500,3,46,1,500,4,38,0,500,5,54,0,500,6,58,0,500,7,73,0,500,8,60,0
"V72",700,1,22,77,700,2,58,0,700,3,43,0,700,4,41,0,700,5,71,1,700,6,64,0,700,7,80,0,700,8,94,0,200,1,28,2,200,2,26,0,200,3,22,1,200,4,18,0,200,5,27,0,200,6,40,0,200,7,33,0,200,8,45,1,500,1,40,30,500,2,35,7,500,3,21,0,500,4,34,0,500,5,35,1,500,6,34,1,500,7,50,0,500,8,71,0
"V73",700,1,18,30,700,2,33,2,700,3,52,0,700,4,51,0,700,5,45,0,700,6,58,0,700,7,54,0,700,8,52,0,200,1,22,14,200,2,13,2,200,3,29,0,200,4,25,1,200,5,36,1,200,6,31,0,200,7,38,0,200,8,33,0,500,1,27,1,500,2,32,0,500,3,34,0,500,4,65,0,500,5,36,0,500,6,46,0,500,7,55,0,500,8,50,0
"V74",700,1,23,24,700,2,20,0,700,3,68,0,700,4,38,1,700,5,72,0,700,6,55,0,700,7,55,0,700,8,84,0,200,1,16,22,200,2,29,0,200,3,32,0,200,4,18,0,200,5,22,0,200,6,28,0,200,7,42,0,200,8,32,0,500,1,18,32,500,2,41,6,500,3,23,1,500,4,40,0,500,5,37,0,500,6,43,0,500,7,48,0,500,8,52,0
"V75",700,1,33,3,700,2,50,1,700,3,84,0,700,4,68,2,700,5,66,0,700,6,84,1,700,7,50,1,700,8,52,0,200,1,10,21,200,2,25,0,200,3,19,0,200,4,25,1,200,5,26,0,200,6,35,0,200,7,36,0,200,8,36,0,500,1,18,24,500,2,36,1,500,3,41,0,500,4,29,1,500,5,30,0,500,6,27,0,500,7,61,0,500,8,63,0
"V76",700,1,50,25,700,2,29,0,700,3,31,1,700,4,58,0,700,5,36,0,700,6,59,0,700,7,42,0,700,8,58,0,200,1,13,17,200,2,12,2,200,3,24,1,200,4,26,0,200,5,46,1,200,6,36,0,200,7,28,0,200,8,31,0,500,1,21,5,500,2,48,1,500,3,23,1,500,4,34,0,500,5,49,0,500,6,36,0,500,7,61,0,500,8,64,0
"V77",700,1,36,11,700,2,32,11,700,3,38,1,700,4,70,2,700,5,33,0,700,6,65,0,700,7,77,1,700,8,63,0,200,1,19,7,200,2,22,2,200,3,18,0,200,4,27,0,200,5,29,0,200,6,18,0,200,7,35,0,200,8,43,0,500,1,44,1,500,2,18,0,500,3,55,0,500,4,34,0,500,5,77,0,500,6,39,1,500,7,60,0,500,8,50,0
"V78",700,1,50,2,700,2,24,1,700,3,22,0,700,4,59,0,700,5,67,1,700,6,47,0,700,7,45,0,700,8,69,0,200,1,13,11,200,2,10,10,200,3,15,0,200,4,23,0,200,5,31,0,200,6,48,0,200,7,30,0,200,8,38,0,500,1,17,33,500,2,22,0,500,3,38,0,500,4,60,0,500,5,55,0,500,6,67,0,500,7,64,0,500,8,58,0
"V79",700,1,46,13,700,2,32,0,700,3,55,0,700,4,68,1,700,5,50,0,700,6,67,0,700,7,82,0,700,8,58,0,200,1,14,16,200,2,22,0,200,3,34,0,200,4,28,0,200,5,28,0,200,6,24,0,200,7,28,0,200,8,40,0,500,1,33,14,500,2,34,0,500,3,24,0,500,4,47,1,500,5,38,1,500,6,46,0,500,7,38,1,500,8,67,0
"V80",700,1,62,3,700,2,52,1,700,3,40,0,700,4,42,0,700,5,41,1,700,6,57,0,700,7,60,0,700,8,72,0,200,1,9,15,200,2,22,0,200,3,48,0,200,4,24,0,200,5,46,0,200,6,34,0,200,7,42,0,200,8,37,0,500,1,42,4,500,2,28,2,500,3,60,1,500,4,43,0,500,5,70,0,500,6,54,0,500,7,56,0,500,8,71,0
"V81",700,1,56,21,700,2,73,4,700,3,44,1,700,4,45,2,700,5,41,0,700,6,51,0,700,7,81,0,700,8,44,0,200,1,13,13,200,2,15,0,200,3,31,0,200,4,19,0,200,5,24,0,200,6,27,0,200,7,26,0,200,8,36,0,500,1,20,12,500,2,30,0,500,3,18,0,500,4,19,0,500,5,50,0,500,6,45,0,500,7,49,1,500,8,76,0
"V82",700,1,44,5,700,2,34,2,700,3,39,3,700,4,25,0,700,5,47,0,700,6,74,0,700,7,62,0,700,8,74,0,200,1,13,6,200,2,14,8,200,3,28,1,200,4,25,1,200,5,34,0,200,6,36,0,200,7,55,0,200,8,49,0,500,1,23,30,500,2,46,0,500,3,40,0,500,4,52,1,500,5,35,1,500,6,38,0,500,7,57,0,500,8,56,0
"V83",700,1,55,17,700,2,48,1,700,3,28,2,700,4,47,0,700,5,49,1,700,6,47,0,700,7,62,0,700,8,65,0,200,1,15,5,200,2,17,0,200,3,18,1,200,4,23,0,200,5,27,1,200,6,42,0,200,7,34,0,200,8,40,0,500,1,30,7,500,2,24,0,500,3,42,0,500,4,46,1,500,5,50,0,500,6,45,0,500,7,47,1,500,8,56,0
"V84",700,1,25,18,700,2,49,0,700,3,59,0,700,4,40,2,700,5,101,0,700,6,58,0,700,7,70,0,700,8,68,0,200,1,19,0,200,2,39,6,200,3,27,0,200,4,21,0,200,5,33,0,200,6,40,0,200,7,50,0,200,8,26,0,500,1,69,5,500,2,42,3,500,3,15,4,500,4,47,0,500,5,47,0,500,6,49,0,500,7,49,0,500,8,52,0
"V85",700,1,32,35,700,2,41,5,700,3,70,0,700,4,54,0,700,5,55,0,700,6,57,0,700,7,66,0,700,8,60,0,200,1,14,8,200,2,17,6,200,3,22,0,200,4,37,0,200,5,40,1,200,6,20,0,200,7,29,0,200,8,28,0,500,1,21,9,500,2,31,0,500,3,50,1,500,4,38,0,500,5,58,1,500,6,59,0,500,7,75,0,500,8,70,0
"V86",700,1,35,27,700,2,34,2,700,3,40,0,700,4,50,0,700,5,58,0,700,6,49,2,700,7,58,1,700,8,81,0,200,1,12,4,200,2,15,0,200,3,42,0,200,4,28,0,200,5,23,0,200,6,43,0,200,7,41,0,200,8,37,0,500,1,20,12,500,2,23,3,500,3,68,0,500,4,41,0,500,5,55,0,500,6,54,0,500,7,61,0,500,8,57,0
"V87",700,1,21,34,700,2,21,3,700,3,50,0,700,4,76,0,700,5,69,0,700,6,75,0,700,7,56,1,700,8,61,0,200,1,15,17,200,2,23,1,200,3,26,0,200,4,37,0,200,5,26,0,200,6,34,1,200,7,29,0,200,8,40,0,500,1,27,11,500,2,26,4,500,3,28,0,500,4,45,0,500,5,49,0,500,6,50,0,500,7,71,0,500,8,42,0
"V88",700,1,48,26,700,2,30,3,700,3,37,0,700,4,59,0,700,5,63,0,700,6,45,0,700,7,67,0,700,8,49,0,200,1,16,7,200,2,21,0,200,3,30,0,200,4,36,1,200,5,18,0,200,6,46,0,200,7,30,0,200,8,35,0,500,1,36,6,500,2,29,4,500,3,44,0,500,4,53,0,500,5,52,0,500,6,38,0,500,7,53,0,500,8,55,0
"V89",700,1,21,5,700,2,43,1,700,3,27,1,700,4,72,0,700,5,49,0,700,6,76,0,700,7,96,0,700,8,73,1,200,1,11,19,200,2,25,1,200,3,34,0,200,4,39,0,200,5,38,0,200,6,24,0,200,7,32,0,200,8,40,0,500,1,18,23,500,2,28,3,500,3,51,0,500,4,44,0,500,5,78,0,500,6,59,1,500,7,50,0,500,8,50,0
"V90",700,1,65,3,700,2,68,0,700,3,36,1,700,4,38,3,700,5,60,0,700,6,78,0,700,7,68,0,700,8,58,0,200,1,16,15,200,2,30,0,200,3,24,1,200,4,32,0,200,5,24,0,200,6,28,0,200,7,46,1,200,8,35,0,500,1,29,28,500,2,29,0,500,3,57,1,500,4,51,0,500,5,36,2,500,6,71,0,500,7,58,0,500,8,38,0
"V91",700,1,44,14,700,2,50,1,700,3,51,0,700,4,65,0,700,5,56,0,700,6,48,0,700,7,56,0,700,8,76,1,200,1,34,9,200,2,29,4,200,3,19,0,200,4,22,0,200,5,20,0,200,6,30,0,200,7,38,0,200,8,35,0,500,1,22,9,500,2,27,3,500,3,59,0,500,4,71,0,500,5,54,0,500,6,49,0,500,7,49,0,500,8,49,0
"V92",700,1,48,7,700,2,24,0,700,3,57,0,700,4,74,0,700,5,72,0,700,6,58,1,700,7,49,0,700,8,86,0,200,1,12,8,200,2,19,0,200,3,27,2,200,4,28,0,200,5,22,1,200,6,27,0,200,7,40,0,200,8,33,0,500,1,23,11,500,2,37,1,500,3,32,1,500,4,62,0,500,5,44,0,500,6,53,0,500,7,37,0,500,8,57,0
"V93",700,1,29,9,700,2,32,4,700,3,26,0,700,4,40,0,700,5,32,0,700,6,40,0,700,7,52,0,700,8,74,0,200,1,15,10,200,2,23,5,200,3,30,0,200,4,20,0,200,5,34,0,200,6,24,0,200,7,38,0,200,8,42,0,500,1,10,46,500,2,37,3,500,3,33,0,500,4,68,0,500,5,37,0,500,6,55,0,500,7,72,1,500,8,42,0
"V94",700,1,18,36,700,2,40,4,700,3,54,1,700,4,39,0,700,5,58,0,700,6,104,0,700,7,80,0,700,8,77,0,200,1,13,12,200,2,18,0,200,3,32,0,200,4,16,0,200,5,28,0,200,6,25,0,200,7,43,0,200,8,40,0,500,1,27,9,500,2,33,3,500,3,40,0,500,4,44,0,500,5,68,0,500,6,46,0,500,7,55,0,500,8,70,0
"V95",700,1,26,38,700,2,23,0,700,3,30,0,700,4,70,0,700,5,47,0,700,6,71,0,700,7,88,0,700,8,58,0,200,1,20,3,200,2,38,1,200,3,20,2,200,4,30,0,200,5,34,0,200,6,43,0,200,7,24,0,200,8,23,0,500,1,42,1,500,2,29,0,500,3,27,0,500,4,33,0,500,5,55,3,500,6,36,0,500,7,59,0,500,8,54,0
"V96",700,1,51,1,700,2,28,0,700,3,47,0,700,4,32,1,700,5,58,0,700,6,58,0,700,7,55,0,700,8,52,0,200,1,14,9,200,2,24,0,200,3,26,1,200,4,20,3,200,5,34,0,200,6,29,0,200,7,40,0,200,8,30,0,500,1,35,1,500,2,46,4,500,3,31,0,500,4,30,0,500,5,56,0,500,6,70,0,500,7,67,0,500,8,63,0
"V97",700,1,17,29,700,2,41,0,700,3,49,1,700,4,92,0,700,5,70,0,700,6,65,0,700,7,79,0,700,8,65,0,200,1,26,4,200,2,12,0,200,3,37,0,200,4,35,0,200,5,34,0,200,6,28,0,200,7,38,0,200,8,23,0,500,1,21,2,500,2,17,4,500,3,52,2,500,4,35,0,500,5,51,0,500,6,62,0,500,7,49,0,500,8,39,0
"V98",700,1,20,37,700,2,38,0,700,3,56,0,700,4,33,0,700,5,37,0,700,6,63,0,700,7,75,1,700,8,43,1,200,1,20,12,200,2,21,1,200,3,30,0,200,4,31,0,200,5,28,0,200,6,31,0,200,7,23,0,200,8,36,0,500,1,18,8,500,2,50,0,500,3,48,0,500,4,42,0,500,5,32,0,500,6,37,0,500,7,54,0,500,8,82,0
"V99",700,1,57,15,700,2,28,0,700,3,39,1,700,4,40,0,700,5,62,0,700,6,49,0,700,7,48,0,700,8,70,0,200,1,19,5,200,2,16,5,200,3,48,2,200,4,23,2,200,5,38,0,200,6,21,2,200,7,32,0,200,8,29,0,500,1,27,15,500,2,38,0,500,3,35,0,500,4,48,0,500,5,61,0,500,6,52,0,500,7,53,0,500,8,58,0
"V100",700,1,31,11,700,2,40,0,700,3,59,1,700,4,51,0,700,5,65,0,700,6,75,0,700,7,68,0,700,8,68,0,200,1,22,0,200,2,8,15,200,3,26,0,200,4,41,0,200,5,23,0,200,6,28,1,200,7,34,0,200,8,40,0,500,1,24,45,500,2,38,0,500,3,20,0,500,4,93,1,500,5,28,0,500,6,44,0,500,7,74,0,500,8,46,0
