"","Pasos","Dimension","Valor M","Tiempo"
"V307","50","8",11,0.00106191635131836
"V3111","50","8",17,0.000796079635620117
"V328","50","8",12,0.000805854797363281
"V337","50","8",15,0.000804901123046875
"V347","50","8",18,0.00247001647949219
"V357","50","8",20,0.00147485733032227
"V367","50","8",18,0.00139999389648438
"V377","50","8",19,0.00235199928283691
"V387","50","8",20,0.000794887542724609
"V397","50","8",23,0.00442218780517578
"V407","50","8",17,0.000792980194091797
"V4111","50","8",18,0.000802993774414062
"V428","50","8",15,0.000787019729614258
"V437","50","8",28,0.00101780891418457
"V447","50","8",21,0.00080108642578125
"V457","50","8",16,0.000876903533935547
"V467","50","8",16,0.000889062881469727
"V477","50","8",25,0.000882863998413086
"V487","50","8",25,0.000883102416992188
"V497","50","8",21,0.000852108001708984
"V507","50","8",18,0.000897884368896484
"V5111","50","8",13,0.000851154327392578
"V528","50","8",15,0.000822067260742188
"V537","50","8",12,0.00211405754089355
"V547","50","8",14,0.000859975814819336
"V557","50","8",21,0.000848054885864258
"V567","50","8",20,0.00143885612487793
"V577","50","8",28,0.00142502784729004
"V587","50","8",12,0.00142693519592285
"V597","50","8",20,0.00144195556640625
"V607","50","8",22,0.00142407417297363
"V6111","50","8",22,0.0014650821685791
"V628","50","8",15,0.000800132751464844
"V637","50","8",17,0.000818967819213867
"V647","50","8",11,0.000807046890258789
"V657","50","8",15,0.000792980194091797
"V667","50","8",16,0.00135493278503418
"V677","50","8",14,0.00144696235656738
"V687","50","8",18,0.00144600868225098
"V697","50","8",22,0.0014491081237793
"V707","50","8",18,0.00143313407897949
"V7111","50","8",18,0.00113892555236816
"V728","50","8",18,0.000798940658569336
"V737","50","8",13,0.000797033309936523
"V747","50","8",16,0.00108695030212402
"V757","50","8",11,0.00141310691833496
"V767","50","8",14,0.00141406059265137
"V777","50","8",16,0.0014350414276123
"V787","50","8",20,0.00312304496765137
"V797","50","8",14,0.00146007537841797
"V807","50","8",17,0.00139904022216797
"V8111","50","8",25,0.00142312049865723
"V828","50","8",17,0.00141501426696777
"V837","50","8",18,0.00139498710632324
"V847","50","8",9,0.00136399269104004
"V857","50","8",17,0.00142908096313477
"V867","50","8",20,0.00142693519592285
"V877","50","8",18,0.00146102905273438
"V887","50","8",12,0.00144290924072266
"V897","50","8",15,0.0014190673828125
"V907","50","8",17,0.000991106033325195
"V9111","50","8",19,0.000809907913208008
"V928","50","8",14,0.000811100006103516
"V937","50","8",27,0.000813007354736328
"V947","50","8",15,0.00275206565856934
"V957","50","8",19,0.00135302543640137
"V967","50","8",14,0.000792980194091797
"V977","50","8",20,0.00100493431091309
"V987","50","8",16,0.000792026519775391
"V997","50","8",15,0.000791072845458984
"V1007","50","8",22,0.000815153121948242
"V129","80","1",14,0.00214290618896484
"V229","80","1",13,0.00211095809936523
"V329","80","1",13,0.00214385986328125
"V429","80","1",18,0.00212717056274414
"V529","80","1",9,0.00209999084472656
"V629","80","1",13,0.0021049976348877
"V729","80","1",8,0.00383186340332031
"V829","80","1",11,0.00165581703186035
"V929","80","1",15,0.00121688842773438
"V108","80","1",9,0.0012059211730957
"V1112","80","1",11,0.00120997428894043
"V1210","80","1",9,0.0012049674987793
"V138","80","1",8,0.00154709815979004
"V148","80","1",10,0.0017249584197998
"V158","80","1",10,0.00259995460510254
"V168","80","1",8,0.00270700454711914
"V178","80","1",5,0.00806593894958496
"V188","80","1",15,0.00212311744689941
"V198","80","1",10,0.00212883949279785
"V208","80","1",10,0.00203704833984375
"V2112","80","1",7,0.00123500823974609
"V2210","80","1",7,0.00214886665344238
"V238","80","1",11,0.00211215019226074
"V248","80","1",6,0.00217819213867188
"V258","80","1",11,0.00211691856384277
"V268","80","1",19,0.0013730525970459
"V278","80","1",7,0.00123500823974609
"V288","80","1",16,0.00230598449707031
"V298","80","1",9,0.0013740062713623
"V308","80","1",8,0.00122809410095215
"V3112","80","1",14,0.0012199878692627
"V3210","80","1",7,0.00126099586486816
"V338","80","1",12,0.00162410736083984
"V348","80","1",6,0.00214481353759766
"V358","80","1",7,0.00390291213989258
"V368","80","1",13,0.00211501121520996
"V378","80","1",13,0.00206303596496582
"V388","80","1",8,0.00212001800537109
"V398","80","1",8,0.00208401679992676
"V408","80","1",15,0.00214195251464844
"V4112","80","1",8,0.00235795974731445
"V4210","80","1",13,0.00218081474304199
"V438","80","1",11,0.00223183631896973
"V448","80","1",18,0.00218319892883301
"V458","80","1",8,0.00437498092651367
"V468","80","1",13,0.00227999687194824
"V478","80","1",6,0.00531101226806641
"V488","80","1",11,0.00199198722839355
"V498","80","1",9,0.00212311744689941
"V508","80","1",5,0.00210309028625488
"V5112","80","1",17,0.00123190879821777
"V5210","80","1",11,0.00336503982543945
"V538","80","1",14,0.00212192535400391
"V548","80","1",15,0.00216221809387207
"V558","80","1",10,0.00212597846984863
"V568","80","1",6,0.0027010440826416
"V578","80","1",18,0.00120997428894043
"V588","80","1",36,0.00124382972717285
"V598","80","1",16,0.00143790245056152
"V608","80","1",9,0.00122690200805664
"V6112","80","1",10,0.00129795074462891
"V6210","80","1",19,0.00123214721679688
"V638","80","1",8,0.00130605697631836
"V648","80","1",16,0.00131797790527344
"V658","80","1",9,0.00123500823974609
"V668","80","1",5,0.00213098526000977
"V678","80","1",8,0.0015418529510498
"V688","80","1",8,0.0012669563293457
"V698","80","1",6,0.00124096870422363
"V708","80","1",10,0.00124812126159668
"V7112","80","1",13,0.00123000144958496
"V7210","80","1",15,0.00124406814575195
"V738","80","1",6,0.00123286247253418
"V748","80","1",7,0.0027618408203125
"V758","80","1",12,0.00122690200805664
"V768","80","1",7,0.00121498107910156
"V778","80","1",7,0.00122880935668945
"V788","80","1",9,0.00135397911071777
"V798","80","1",6,0.00167012214660645
"V808","80","1",7,0.00218510627746582
"V8112","80","1",14,0.00217914581298828
"V8210","80","1",6,0.00221395492553711
"V838","80","1",15,0.00208497047424316
"V848","80","1",10,0.00232601165771484
"V858","80","1",8,0.00123906135559082
"V868","80","1",8,0.0012199878692627
"V878","80","1",15,0.00120401382446289
"V888","80","1",6,0.00237584114074707
"V898","80","1",7,0.00123000144958496
"V908","80","1",6,0.00123000144958496
"V9112","80","1",6,0.00125479698181152
"V9210","80","1",10,0.00122809410095215
"V938","80","1",5,0.00191688537597656
"V948","80","1",4,0.00142598152160645
"V958","80","1",18,0.00234293937683105
"V968","80","1",9,0.00122690200805664
"V978","80","1",8,0.00121092796325684
"V988","80","1",16,0.00122189521789551
"V998","80","1",12,0.00122404098510742
"V1008","80","1",9,0.00122690200805664
"V130","80","2",11,0.00152587890625
"V230","80","2",14,0.00125885009765625
"V330","80","2",12,0.0012509822845459
"V430","80","2",11,0.00125789642333984
"V530","80","2",8,0.0024101734161377
"V630","80","2",12,0.00183296203613281
"V730","80","2",19,0.00221586227416992
"V830","80","2",9,0.0021510124206543
"V930","80","2",15,0.00252199172973633
"V109","80","2",15,0.00242805480957031
"V1113","80","2",10,0.0022580623626709
"V1211","80","2",10,0.00222897529602051
"V139","80","2",15,0.00219202041625977
"V149","80","2",23,0.0114710330963135
"V159","80","2",10,0.00214695930480957
"V169","80","2",13,0.0192060470581055
"V179","80","2",9,0.00241279602050781
"V189","80","2",15,0.00213122367858887
"V199","80","2",18,0.0021660327911377
"V209","80","2",9,0.0026710033416748
"V2113","80","2",12,0.00250506401062012
"V2211","80","2",7,0.00136208534240723
"V239","80","2",19,0.00143098831176758
"V249","80","2",17,0.00147104263305664
"V259","80","2",14,0.00342893600463867
"V269","80","2",14,0.0019829273223877
"V279","80","2",12,0.00271201133728027
"V289","80","2",11,0.00125503540039062
"V299","80","2",7,0.00123810768127441
"V309","80","2",18,0.00117397308349609
"V3113","80","2",15,0.0011591911315918
"V3211","80","2",12,0.00134682655334473
"V339","80","2",15,0.00128316879272461
"V349","80","2",9,0.00230288505554199
"V359","80","2",26,0.00220584869384766
"V369","80","2",22,0.00223517417907715
"V379","80","2",21,0.00240015983581543
"V389","80","2",21,0.00169706344604492
"V399","80","2",15,0.00128507614135742
"V409","80","2",17,0.00126099586486816
"V4113","80","2",14,0.00125503540039062
"V4211","80","2",14,0.00123977661132812
"V439","80","2",13,0.0168139934539795
"V449","80","2",8,0.00130200386047363
"V459","80","2",13,0.00127387046813965
"V469","80","2",10,0.00173807144165039
"V479","80","2",10,0.0026700496673584
"V489","80","2",10,0.00222897529602051
"V499","80","2",13,0.00220179557800293
"V509","80","2",26,0.00173401832580566
"V5113","80","2",12,0.0012660026550293
"V5211","80","2",11,0.00127911567687988
"V539","80","2",22,0.00128889083862305
"V549","80","2",24,0.00423288345336914
"V559","80","2",10,0.00233006477355957
"V569","80","2",12,0.00242495536804199
"V579","80","2",9,0.00211501121520996
"V589","80","2",11,0.00217199325561523
"V599","80","2",8,0.0118191242218018
"V609","80","2",18,0.00219607353210449
"V6113","80","2",15,0.00227499008178711
"V6211","80","2",13,0.00124597549438477
"V639","80","2",9,0.00125217437744141
"V649","80","2",12,0.00248599052429199
"V659","80","2",13,0.00181984901428223
"V669","80","2",15,0.0012509822845459
"V679","80","2",19,0.00123906135559082
"V689","80","2",17,0.00222182273864746
"V699","80","2",7,0.00219202041625977
"V709","80","2",17,0.00222206115722656
"V7113","80","2",16,0.0020449161529541
"V7211","80","2",14,0.00323700904846191
"V739","80","2",16,0.00214695930480957
"V749","80","2",8,0.00228285789489746
"V759","80","2",11,0.00163912773132324
"V769","80","2",8,0.00128698348999023
"V779","80","2",9,0.00131797790527344
"V789","80","2",10,0.00130200386047363
"V799","80","2",14,0.00132489204406738
"V809","80","2",8,0.00135993957519531
"V8113","80","2",11,0.00151801109313965
"V8211","80","2",10,0.0013129711151123
"V839","80","2",13,0.0154998302459717
"V849","80","2",16,0.00129389762878418
"V859","80","2",13,0.00196695327758789
"V869","80","2",9,0.00220298767089844
"V879","80","2",12,0.00224900245666504
"V889","80","2",14,0.00227594375610352
"V899","80","2",10,0.00132179260253906
"V909","80","2",8,0.00160908699035645
"V9113","80","2",14,0.00146293640136719
"V9211","80","2",10,0.00146102905273438
"V939","80","2",9,0.0012660026550293
"V949","80","2",13,0.00261807441711426
"V959","80","2",12,0.00236916542053223
"V969","80","2",6,0.00768399238586426
"V979","80","2",12,0.00222682952880859
"V989","80","2",10,0.00223803520202637
"V999","80","2",16,0.00239896774291992
"V1009","80","2",16,0.00218701362609863
"V140","80","3",10,0.00162887573242188
"V240","80","3",18,0.00143122673034668
"V340","80","3",12,0.00265192985534668
"V440","80","3",13,0.0038609504699707
"V540","80","3",20,0.00313401222229004
"V640","80","3",17,0.00221705436706543
"V740","80","3",19,0.00219202041625977
"V840","80","3",17,0.00251913070678711
"V940","80","3",13,0.00127816200256348
"V1010","80","3",16,0.00128793716430664
"V1114","80","3",13,0.00158214569091797
"V1212","80","3",19,0.00213289260864258
"V1310","80","3",12,0.00140190124511719
"V1410","80","3",14,0.00126481056213379
"V1510","80","3",15,0.0023651123046875
"V1610","80","3",24,0.00225520133972168
"V1710","80","3",18,0.00219392776489258
"V1810","80","3",23,0.00217986106872559
"V1910","80","3",10,0.00308799743652344
"V2010","80","3",14,0.0023810863494873
"V2114","80","3",27,0.00503897666931152
"V2212","80","3",14,0.00280499458312988
"V2310","80","3",14,0.00297784805297852
"V2410","80","3",10,0.00278401374816895
"V2510","80","3",18,0.00220298767089844
"V2610","80","3",17,0.00424814224243164
"V2710","80","3",15,0.00127196311950684
"V2810","80","3",19,0.00130796432495117
"V2910","80","3",16,0.00250816345214844
"V3010","80","3",14,0.00163483619689941
"V3114","80","3",17,0.00128507614135742
"V3212","80","3",24,0.00176191329956055
"V3310","80","3",18,0.00211501121520996
"V3410","80","3",17,0.0022890567779541
"V3510","80","3",16,0.00258803367614746
"V3610","80","3",12,0.00127077102661133
"V3710","80","3",20,0.00124907493591309
"V3810","80","3",18,0.00158095359802246
"V3910","80","3",9,0.00207209587097168
"V4010","80","3",15,0.00125479698181152
"V4114","80","3",11,0.00242090225219727
"V4212","80","3",15,0.00128006935119629
"V4310","80","3",21,0.0019690990447998
"V4410","80","3",13,0.00221085548400879
"V4510","80","3",11,0.00220394134521484
"V4610","80","3",16,0.00263714790344238
"V4710","80","3",14,0.00223278999328613
"V4810","80","3",19,0.00224208831787109
"V4910","80","3",19,0.00286412239074707
"V5010","80","3",14,0.00216913223266602
"V5114","80","3",10,0.00217509269714355
"V5212","80","3",16,0.00539207458496094
"V5310","80","3",24,0.00220084190368652
"V5410","80","3",11,0.00312995910644531
"V5510","80","3",15,0.00250387191772461
"V5610","80","3",14,0.00415396690368652
"V5710","80","3",9,0.00270295143127441
"V5810","80","3",16,0.00124216079711914
"V5910","80","3",9,0.00170278549194336
"V6010","80","3",26,0.00286483764648438
"V6114","80","3",15,0.00222992897033691
"V6212","80","3",14,0.00495195388793945
"V6310","80","3",22,0.00237703323364258
"V6410","80","3",12,0.00187802314758301
"V6510","80","3",10,0.00118207931518555
"V6610","80","3",10,0.00116419792175293
"V6710","80","3",18,0.0012509822845459
"V6810","80","3",8,0.00225400924682617
"V6910","80","3",14,0.00243401527404785
"V7010","80","3",26,0.0022120475769043
"V7114","80","3",12,0.00459480285644531
"V7212","80","3",10,0.00225186347961426
"V7310","80","3",11,0.00218796730041504
"V7410","80","3",15,0.0023341178894043
"V7510","80","3",18,0.0021970272064209
"V7610","80","3",18,0.00220394134521484
"V7710","80","3",10,0.0025629997253418
"V7810","80","3",12,0.00226211547851562
"V7910","80","3",16,0.00225114822387695
"V8010","80","3",22,0.00240302085876465
"V8114","80","3",14,0.00155782699584961
"V8212","80","3",20,0.00242090225219727
"V8310","80","3",12,0.00134015083312988
"V8410","80","3",10,0.00255894660949707
"V8510","80","3",20,0.00271415710449219
"V8610","80","3",9,0.0027461051940918
"V8710","80","3",12,0.00238895416259766
"V8810","80","3",10,0.00228095054626465
"V8910","80","3",15,0.00184798240661621
"V9010","80","3",18,0.00232195854187012
"V9114","80","3",14,0.00228190422058105
"V9212","80","3",12,0.0019831657409668
"V9310","80","3",16,0.00423598289489746
"V9410","80","3",17,0.00227093696594238
"V9510","80","3",11,0.00162100791931152
"V9610","80","3",18,0.00174212455749512
"V9710","80","3",17,0.00125503540039062
"V9810","80","3",15,0.00125503540039062
"V9910","80","3",7,0.00152993202209473
"V10010","80","3",15,0.00215506553649902
"V150","80","4",17,0.00207996368408203
"V250","80","4",28,0.00285506248474121
"V350","80","4",22,0.00478792190551758
"V450","80","4",20,0.00220417976379395
"V550","80","4",23,0.0026850700378418
"V650","80","4",15,0.00218796730041504
"V750","80","4",22,0.00398993492126465
"V850","80","4",17,0.00219607353210449
"V950","80","4",16,0.00127601623535156
"V1011","80","4",20,0.0012810230255127
"V1115","80","4",26,0.00126791000366211
"V1213","80","4",17,0.00544095039367676
"V1311","80","4",23,0.00219488143920898
"V1411","80","4",14,0.00361514091491699
"V1511","80","4",22,0.00197601318359375
"V1611","80","4",22,0.00217986106872559
"V1711","80","4",11,0.0012669563293457
"V1811","80","4",15,0.00165987014770508
"V1911","80","4",18,0.00274991989135742
"V2011","80","4",11,0.00192499160766602
"V2115","80","4",16,0.0022590160369873
"V2213","80","4",24,0.00206780433654785
"V2311","80","4",22,0.0018160343170166
"V2411","80","4",17,0.00221490859985352
"V2511","80","4",13,0.00415802001953125
"V2611","80","4",13,0.00189709663391113
"V2711","80","4",16,0.0013890266418457
"V2811","80","4",13,0.00231504440307617
"V2911","80","4",20,0.00235509872436523
"V3011","80","4",13,0.00181984901428223
"V3115","80","4",20,0.00207185745239258
"V3213","80","4",18,0.00127601623535156
"V3311","80","4",14,0.00116896629333496
"V3411","80","4",28,0.00205206871032715
"V3511","80","4",20,0.00208497047424316
"V3611","80","4",13,0.00260400772094727
"V3711","80","4",11,0.00128912925720215
"V3811","80","4",15,0.00224184989929199
"V3911","80","4",10,0.00387120246887207
"V4011","80","4",24,0.00229215621948242
"V4115","80","4",16,0.00240397453308105
"V4213","80","4",17,0.00230717658996582
"V4311","80","4",16,0.00230693817138672
"V4411","80","4",13,0.0022120475769043
"V4511","80","4",20,0.00207781791687012
"V4611","80","4",17,0.00129199028015137
"V4711","80","4",11,0.00239014625549316
"V4811","80","4",17,0.0021369457244873
"V4911","80","4",23,0.00130796432495117
"V5011","80","4",20,0.00264883041381836
"V5115","80","4",23,0.00168108940124512
"V5213","80","4",15,0.00160694122314453
"V5311","80","4",14,0.00240087509155273
"V5411","80","4",13,0.00247693061828613
"V5511","80","4",17,0.00256896018981934
"V5611","80","4",16,0.00220608711242676
"V5711","80","4",15,0.0022430419921875
"V5811","80","4",15,0.00236105918884277
"V5911","80","4",15,0.00164914131164551
"V6011","80","4",27,0.00356817245483398
"V6115","80","4",16,0.00221896171569824
"V6213","80","4",13,0.0018000602722168
"V6311","80","4",21,0.00144696235656738
"V6411","80","4",22,0.00192713737487793
"V6511","80","4",18,0.00128698348999023
"V6611","80","4",17,0.00168108940124512
"V6711","80","4",16,0.00185012817382812
"V6811","80","4",12,0.0024869441986084
"V6911","80","4",28,0.00130105018615723
"V7011","80","4",10,0.00336313247680664
"V7115","80","4",14,0.00305795669555664
"V7213","80","4",15,0.00164890289306641
"V7311","80","4",12,0.00156998634338379
"V7411","80","4",13,0.00128388404846191
"V7511","80","4",27,0.00230598449707031
"V7611","80","4",22,0.00240588188171387
"V7711","80","4",12,0.0012969970703125
"V7811","80","4",15,0.00154590606689453
"V7911","80","4",18,0.00219988822937012
"V8011","80","4",20,0.00213479995727539
"V8115","80","4",13,0.00249099731445312
"V8213","80","4",15,0.00271892547607422
"V8311","80","4",24,0.00239706039428711
"V8411","80","4",11,0.00319099426269531
"V8511","80","4",19,0.00125384330749512
"V8611","80","4",12,0.00179696083068848
"V8711","80","4",15,0.00241589546203613
"V8811","80","4",24,0.00244712829589844
"V8911","80","4",18,0.0030510425567627
"V9011","80","4",26,0.00142312049865723
"V9115","80","4",10,0.00127291679382324
"V9213","80","4",25,0.00284600257873535
"V9311","80","4",17,0.00243306159973145
"V9411","80","4",18,0.002349853515625
"V9511","80","4",16,0.00252795219421387
"V9611","80","4",10,0.00134491920471191
"V9711","80","4",14,0.00330090522766113
"V9811","80","4",13,0.00165510177612305
"V9911","80","4",21,0.00221395492553711
"V10011","80","4",23,0.00159716606140137
"V160","80","5",29,0.00183987617492676
"V260","80","5",15,0.00248003005981445
"V360","80","5",14,0.00222516059875488
"V460","80","5",28,0.00217890739440918
"V560","80","5",28,0.00167202949523926
"V660","80","5",14,0.00241613388061523
"V760","80","5",20,0.00218391418457031
"V860","80","5",19,0.00217795372009277
"V960","80","5",13,0.00182795524597168
"V1012","80","5",11,0.00126981735229492
"V1116","80","5",19,0.00127983093261719
"V1214","80","5",22,0.00127291679382324
"V1312","80","5",28,0.00322294235229492
"V1412","80","5",17,0.00234198570251465
"V1512","80","5",20,0.00222396850585938
"V1612","80","5",26,0.00208902359008789
"V1712","80","5",12,0.00371813774108887
"V1812","80","5",15,0.00134801864624023
"V1912","80","5",12,0.00126981735229492
"V2012","80","5",13,0.00280284881591797
"V2116","80","5",15,0.00140595436096191
"V2214","80","5",17,0.00128293037414551
"V2312","80","5",18,0.00375604629516602
"V2412","80","5",14,0.00131702423095703
"V2512","80","5",14,0.00125503540039062
"V2612","80","5",24,0.00169992446899414
"V2712","80","5",25,0.00228595733642578
"V2812","80","5",12,0.00208091735839844
"V2912","80","5",19,0.00221705436706543
"V3012","80","5",14,0.00213408470153809
"V3116","80","5",8,0.00220894813537598
"V3214","80","5",21,0.00274205207824707
"V3312","80","5",13,0.00215506553649902
"V3412","80","5",24,0.00227808952331543
"V3512","80","5",12,0.00246906280517578
"V3612","80","5",29,0.00219511985778809
"V3712","80","5",15,0.00408315658569336
"V3812","80","5",27,0.00204610824584961
"V3912","80","5",16,0.00218796730041504
"V4012","80","5",19,0.00223898887634277
"V4116","80","5",14,0.00148296356201172
"V4214","80","5",11,0.00127387046813965
"V4312","80","5",28,0.0012519359588623
"V4412","80","5",20,0.00130009651184082
"V4512","80","5",16,0.00227999687194824
"V4612","80","5",15,0.0016319751739502
"V4712","80","5",18,0.00239181518554688
"V4812","80","5",14,0.00129508972167969
"V4912","80","5",19,0.00218915939331055
"V5012","80","5",14,0.0012509822845459
"V5116","80","5",16,0.00189208984375
"V5214","80","5",26,0.00240898132324219
"V5312","80","5",21,0.00182509422302246
"V5412","80","5",31,0.00154900550842285
"V5512","80","5",13,0.00204777717590332
"V5612","80","5",16,0.00155496597290039
"V5712","80","5",24,0.00170612335205078
"V5812","80","5",14,0.00390505790710449
"V5912","80","5",22,0.00238394737243652
"V6012","80","5",11,0.00124597549438477
"V6116","80","5",19,0.00127196311950684
"V6214","80","5",14,0.00125718116760254
"V6312","80","5",14,0.00128889083862305
"V6412","80","5",16,0.00226616859436035
"V6512","80","5",25,0.00216794013977051
"V6612","80","5",12,0.00230216979980469
"V6712","80","5",18,0.00218105316162109
"V6812","80","5",28,0.00225996971130371
"V6912","80","5",12,0.00336313247680664
"V7012","80","5",26,0.00139212608337402
"V7116","80","5",19,0.00141382217407227
"V7214","80","5",17,0.00298690795898438
"V7312","80","5",20,0.00127601623535156
"V7412","80","5",17,0.00127220153808594
"V7512","80","5",24,0.0012810230255127
"V7612","80","5",14,0.00146389007568359
"V7712","80","5",22,0.00919389724731445
"V7812","80","5",29,0.00221896171569824
"V7912","80","5",20,0.00220298767089844
"V8012","80","5",26,0.00358295440673828
"V8116","80","5",21,0.00149393081665039
"V8214","80","5",13,0.00223803520202637
"V8312","80","5",16,0.00241208076477051
"V8412","80","5",18,0.00228404998779297
"V8512","80","5",16,0.00223183631896973
"V8612","80","5",19,0.00235104560852051
"V8712","80","5",16,0.00214314460754395
"V8812","80","5",19,0.00222897529602051
"V8912","80","5",17,0.00233316421508789
"V9012","80","5",20,0.00391602516174316
"V9116","80","5",25,0.0019080638885498
"V9214","80","5",18,0.00148105621337891
"V9312","80","5",16,0.00127911567687988
"V9412","80","5",20,0.00124597549438477
"V9512","80","5",32,0.00126385688781738
"V9612","80","5",26,0.00162196159362793
"V9712","80","5",16,0.00128793716430664
"V9812","80","5",18,0.00134611129760742
"V9912","80","5",10,0.0011751651763916
"V10012","80","5",16,0.00119805335998535
"V170","80","6",12,0.00166893005371094
"V270","80","6",17,0.00130105018615723
"V370","80","6",17,0.00125908851623535
"V470","80","6",16,0.00124883651733398
"V570","80","6",29,0.00130391120910645
"V670","80","6",16,0.00173211097717285
"V770","80","6",20,0.00217008590698242
"V870","80","6",13,0.00224208831787109
"V970","80","6",22,0.00223302841186523
"V1013","80","6",17,0.00226688385009766
"V1117","80","6",28,0.00236701965332031
"V1215","80","6",17,0.00164103507995605
"V1313","80","6",15,0.00215888023376465
"V1413","80","6",16,0.00219392776489258
"V1513","80","6",20,0.00222897529602051
"V1613","80","6",17,0.00234603881835938
"V1713","80","6",23,0.00224494934082031
"V1813","80","6",28,0.0023350715637207
"V1913","80","6",14,0.0024409294128418
"V2013","80","6",24,0.00153303146362305
"V2117","80","6",21,0.00325298309326172
"V2215","80","6",18,0.00234889984130859
"V2313","80","6",26,0.00223422050476074
"V2413","80","6",22,0.00222682952880859
"V2513","80","6",17,0.00223517417907715
"V2613","80","6",12,0.00222301483154297
"V2713","80","6",18,0.0021660327911377
"V2813","80","6",19,0.00282192230224609
"V2913","80","6",24,0.00223398208618164
"V3013","80","6",17,0.00218510627746582
"V3117","80","6",16,0.00241994857788086
"V3215","80","6",19,0.0024268627166748
"V3313","80","6",19,0.00125002861022949
"V3413","80","6",28,0.00406503677368164
"V3513","80","6",15,0.00224804878234863
"V3613","80","6",16,0.00212311744689941
"V3713","80","6",28,0.00167489051818848
"V3813","80","6",14,0.00125598907470703
"V3913","80","6",14,0.00127005577087402
"V4013","80","6",18,0.00125598907470703
"V4117","80","6",15,0.0012660026550293
"V4215","80","6",21,0.00125885009765625
"V4313","80","6",26,0.00548195838928223
"V4413","80","6",18,0.00343704223632812
"V4513","80","6",27,0.00195813179016113
"V4613","80","6",16,0.00127196311950684
"V4713","80","6",22,0.00125885009765625
"V4813","80","6",36,0.00212788581848145
"V4913","80","6",17,0.00220608711242676
"V5013","80","6",16,0.00200104713439941
"V5117","80","6",18,0.00182509422302246
"V5215","80","6",27,0.00234508514404297
"V5313","80","6",27,0.0034480094909668
"V5413","80","6",18,0.00143003463745117
"V5513","80","6",23,0.00239205360412598
"V5613","80","6",14,0.00134611129760742
"V5713","80","6",21,0.00125408172607422
"V5813","80","6",30,0.0012509822845459
"V5913","80","6",11,0.00125503540039062
"V6013","80","6",15,0.00143218040466309
"V6117","80","6",17,0.00123500823974609
"V6215","80","6",22,0.00126910209655762
"V6313","80","6",16,0.00227999687194824
"V6413","80","6",16,0.00247693061828613
"V6513","80","6",18,0.0039818286895752
"V6613","80","6",18,0.00220298767089844
"V6713","80","6",20,0.0012810230255127
"V6813","80","6",21,0.00221681594848633
"V6913","80","6",17,0.00228714942932129
"V7013","80","6",17,0.00224113464355469
"V7117","80","6",31,0.0018761157989502
"V7215","80","6",17,0.00224089622497559
"V7313","80","6",28,0.00226092338562012
"V7413","80","6",16,0.00222897529602051
"V7513","80","6",17,0.0019228458404541
"V7613","80","6",25,0.00130105018615723
"V7713","80","6",10,0.00129103660583496
"V7813","80","6",20,0.00318694114685059
"V7913","80","6",19,0.00129890441894531
"V8013","80","6",17,0.00150918960571289
"V8117","80","6",20,0.0022270679473877
"V8215","80","6",23,0.0016930103302002
"V8313","80","6",28,0.0012660026550293
"V8413","80","6",24,0.00128293037414551
"V8513","80","6",29,0.00130200386047363
"V8613","80","6",20,0.0024871826171875
"V8713","80","6",17,0.00128698348999023
"V8813","80","6",26,0.00423502922058105
"V8913","80","6",27,0.00182986259460449
"V9013","80","6",25,0.00226998329162598
"V9117","80","6",27,0.00164008140563965
"V9215","80","6",27,0.00221490859985352
"V9313","80","6",22,0.00222897529602051
"V9413","80","6",29,0.00221896171569824
"V9513","80","6",22,0.00226807594299316
"V9613","80","6",26,0.00228786468505859
"V9713","80","6",29,0.00128793716430664
"V9813","80","6",19,0.00127792358398438
"V9913","80","6",21,0.00253796577453613
"V10013","80","6",17,0.00159597396850586
"V180","80","7",19,0.00233101844787598
"V280","80","7",28,0.00214791297912598
"V380","80","7",26,0.00214195251464844
"V480","80","7",21,0.00216984748840332
"V580","80","7",23,0.00129890441894531
"V680","80","7",24,0.00195193290710449
"V780","80","7",16,0.002655029296875
"V880","80","7",22,0.00398087501525879
"V980","80","7",18,0.00428009033203125
"V1014","80","7",14,0.00219607353210449
"V1118","80","7",14,0.00214886665344238
"V1216","80","7",17,0.00213003158569336
"V1314","80","7",12,0.00127696990966797
"V1414","80","7",24,0.00127601623535156
"V1514","80","7",21,0.00126814842224121
"V1614","80","7",19,0.00129294395446777
"V1714","80","7",25,0.00125694274902344
"V1814","80","7",22,0.00199508666992188
"V1914","80","7",18,0.00220799446105957
"V2014","80","7",27,0.00240397453308105
"V2118","80","7",32,0.00127601623535156
"V2216","80","7",30,0.00125694274902344
"V2314","80","7",19,0.00222897529602051
"V2414","80","7",30,0.00128579139709473
"V2514","80","7",18,0.00200581550598145
"V2614","80","7",19,0.00233697891235352
"V2714","80","7",16,0.00647592544555664
"V2814","80","7",16,0.00216817855834961
"V2914","80","7",32,0.00207304954528809
"V3014","80","7",19,0.00361204147338867
"V3118","80","7",18,0.00131106376647949
"V3216","80","7",24,0.0012669563293457
"V3314","80","7",20,0.00123095512390137
"V3414","80","7",26,0.00222992897033691
"V3514","80","7",18,0.00213813781738281
"V3614","80","7",17,0.00212693214416504
"V3714","80","7",20,0.00222015380859375
"V3814","80","7",16,0.00128412246704102
"V3914","80","7",18,0.00152802467346191
"V4014","80","7",22,0.0025479793548584
"V4118","80","7",21,0.0077660083770752
