"","Pasos","Dimension","Valor M","Tiempo"
"124","500","2",25,0.00846004486083984
"125","500","2",27,0.00813603401184082
"126","500","2",26,0.00801587104797363
"127","500","2",37,0.0148849487304688
"128","500","2",41,0.00892806053161621
"129","500","2",45,0.0114128589630127
"130","500","2",26,0.00778102874755859
"131","500","2",33,0.00767207145690918
"132","500","2",34,0.00797796249389648
"133","500","2",32,0.0077979564666748
"134","500","2",66,0.00841689109802246
"135","500","2",46,0.0135011672973633
"136","500","2",34,0.00789308547973633
"137","500","2",52,0.0136539936065674
"138","500","2",35,0.0118508338928223
"139","500","2",12,0.00774312019348145
"140","500","2",46,0.0122151374816895
"141","500","2",24,0.00929808616638184
"142","500","2",20,0.00825381278991699
"143","500","2",35,0.0198051929473877
"144","500","2",31,0.0081179141998291
"145","500","2",19,0.00818920135498047
"146","500","2",39,0.00945496559143066
"147","500","2",48,0.00805497169494629
"148","500","2",46,0.00843000411987305
"149","500","2",28,0.0086970329284668
"150","500","2",28,0.00953507423400879
"151","500","2",25,0.0178039073944092
"152","500","2",67,0.00813102722167969
"153","500","2",33,0.0131959915161133
"154","500","2",15,0.00936412811279297
"155","500","2",57,0.00828695297241211
"156","500","2",28,0.00839996337890625
"157","500","2",44,0.00827789306640625
"158","500","2",29,0.00859999656677246
"159","500","2",26,0.0121619701385498
"160","500","2",25,0.00823402404785156
"161","500","2",62,0.00796198844909668
"162","500","2",34,0.0135469436645508
"163","500","2",41,0.00785589218139648
"164","500","2",24,0.00763893127441406
"165","500","2",28,0.00805187225341797
"166","500","2",52,0.00810408592224121
"167","500","2",36,0.0079810619354248
"168","500","2",24,0.0119619369506836
"169","500","2",29,0.00793218612670898
"170","500","2",29,0.00784707069396973
"171","500","2",23,0.0121791362762451
"172","500","2",36,0.00818181037902832
"173","500","2",30,0.00847387313842773
"174","500","2",22,0.00854802131652832
"175","500","2",21,0.00798606872558594
"176","500","2",24,0.0132849216461182
"177","500","2",24,0.00779008865356445
"178","500","2",30,0.0110428333282471
"179","500","2",20,0.00956988334655762
"180","500","2",25,0.00769400596618652
"181","500","2",15,0.00796103477478027
"182","500","2",34,0.00853204727172852
"183","500","2",42,0.00798296928405762
"184","500","2",33,0.0140058994293213
"185","500","2",17,0.00777316093444824
"186","500","2",28,0.00781989097595215
"187","500","2",27,0.00786900520324707
"188","500","2",52,0.00842595100402832
"189","500","2",28,0.0081169605255127
"190","500","2",22,0.00856113433837891
"191","500","2",33,0.00852298736572266
"192","500","2",27,0.014646053314209
"193","500","2",19,0.00774216651916504
"194","500","2",39,0.00775694847106934
"195","500","2",22,0.00793814659118652
"196","500","2",27,0.00833511352539062
"197","500","2",29,0.00787806510925293
"198","500","2",39,0.0129189491271973
"199","500","2",27,0.00953292846679688
"200","500","2",33,0.0137579441070557
"201","500","3",47,0.00801301002502441
"202","500","3",25,0.00768494606018066
"203","500","3",46,0.00781893730163574
"204","500","3",42,0.00765013694763184
"205","500","3",40,0.00836706161499023
"206","500","3",35,0.00894308090209961
"207","500","3",33,0.00805115699768066
"208","500","3",48,0.0173540115356445
"209","500","3",35,0.007843017578125
"210","500","3",49,0.00783491134643555
"211","500","3",51,0.00797200202941895
"212","500","3",44,0.00784993171691895
"213","500","3",56,0.0126769542694092
"214","500","3",32,0.00854611396789551
"215","500","3",37,0.00803303718566895
"216","500","3",34,0.0132172107696533
"217","500","3",44,0.00790500640869141
"218","500","3",28,0.0078730583190918
"219","500","3",59,0.00803804397583008
"220","500","3",45,0.00760293006896973
"221","500","3",38,0.00836610794067383
"222","500","3",52,0.00802803039550781
"223","500","3",32,0.0124239921569824
"224","500","3",44,0.0134429931640625
"225","500","3",22,0.0162601470947266
"226","500","3",55,0.00792884826660156
"227","500","3",52,0.00814199447631836
"228","500","3",43,0.00862479209899902
"229","500","3",28,0.00787115097045898
"230","500","3",47,0.00791692733764648
"231","500","3",32,0.00851988792419434
"232","500","3",48,0.0081028938293457
"233","500","3",28,0.013308048248291
"234","500","3",30,0.00807404518127441
"235","500","3",51,0.00793313980102539
"236","500","3",35,0.00839495658874512
"237","500","3",40,0.00795817375183105
"238","500","3",40,0.00810599327087402
"239","500","3",22,0.00873994827270508
"240","500","3",23,0.00926399230957031
"241","500","3",60,0.013477087020874
"242","500","3",48,0.00777101516723633
"243","500","3",42,0.00794410705566406
"244","500","3",33,0.00839090347290039
"245","500","3",26,0.00779485702514648
"246","500","3",20,0.00789189338684082
"247","500","3",24,0.00854206085205078
"248","500","3",30,0.00800418853759766
"249","500","3",52,0.0199470520019531
"250","500","3",26,0.00874900817871094
"251","500","3",56,0.00786304473876953
"252","500","3",36,0.0119438171386719
"253","500","3",59,0.00843501091003418
"254","500","3",35,0.00784802436828613
"255","500","3",27,0.00863099098205566
"256","500","3",43,0.00807309150695801
"257","500","3",59,0.0127770900726318
"258","500","3",20,0.00770401954650879
"259","500","3",20,0.0088508129119873
"260","500","3",26,0.00853490829467773
"261","500","3",44,0.00790977478027344
"262","500","3",25,0.00791120529174805
"263","500","3",48,0.00854015350341797
"264","500","3",50,0.0081779956817627
"265","500","3",24,0.0144550800323486
"266","500","3",30,0.00769400596618652
"267","500","3",22,0.00783109664916992
"268","500","3",56,0.00830388069152832
"269","500","3",40,0.00781702995300293
"270","500","3",29,0.0110869407653809
"271","500","3",51,0.00962209701538086
"272","500","3",58,0.00801301002502441
"273","500","3",31,0.0185818672180176
"274","500","3",36,0.00909686088562012
"275","500","3",23,0.0078730583190918
"276","500","3",62,0.00822305679321289
"277","500","3",30,0.00763797760009766
"278","500","3",44,0.00769805908203125
"279","500","3",55,0.0078120231628418
"280","500","3",44,0.00986409187316895
"281","500","3",55,0.0144212245941162
"282","500","3",33,0.00800108909606934
"283","500","3",27,0.00783514976501465
"284","500","3",30,0.00768089294433594
"285","500","3",37,0.00761604309082031
"286","500","3",42,0.00770282745361328
"287","500","3",34,0.00779104232788086
"288","500","3",32,0.00786304473876953
"289","500","3",36,0.0118439197540283
"290","500","3",37,0.00777101516723633
"291","500","3",29,0.0132839679718018
"292","500","3",35,0.00785279273986816
"293","500","3",22,0.00799703598022461
"294","500","3",25,0.00854611396789551
"295","500","3",19,0.00812888145446777
"296","500","3",30,0.00797510147094727
"297","500","3",39,0.0165698528289795
"298","500","3",26,0.00784611701965332
"299","500","3",30,0.0116479396820068
"300","500","3",32,0.0136470794677734
"301","500","4",58,0.00780701637268066
"302","500","4",25,0.00913691520690918
"303","500","4",40,0.0113489627838135
"304","500","4",55,0.00872302055358887
"305","500","4",47,0.0137410163879395
"306","500","4",37,0.0132958889007568
"307","500","4",37,0.00939679145812988
"308","500","4",31,0.00853204727172852
"309","500","4",40,0.00763297080993652
"310","500","4",43,0.00888204574584961
"311","500","4",43,0.00833010673522949
"312","500","4",29,0.00874900817871094
"313","500","4",23,0.0131199359893799
"314","500","4",44,0.00977182388305664
"315","500","4",41,0.0109350681304932
"316","500","4",46,0.00779485702514648
"317","500","4",34,0.00762605667114258
"318","500","4",41,0.00795602798461914
"319","500","4",52,0.00788092613220215
"320","500","4",27,0.0129189491271973
"321","500","4",67,0.011847972869873
"322","500","4",71,0.0078890323638916
"323","500","4",46,0.00786089897155762
"324","500","4",37,0.00770092010498047
"325","500","4",33,0.00838494300842285
"326","500","4",36,0.0119669437408447
"327","500","4",45,0.00797295570373535
"328","500","4",27,0.0114209651947021
"329","500","4",40,0.0192060470581055
"330","500","4",26,0.0112419128417969
"331","500","4",55,0.0123720169067383
"332","500","4",40,0.0106539726257324
"333","500","4",59,0.0104129314422607
"334","500","4",35,0.0079350471496582
"335","500","4",27,0.0144569873809814
"336","500","4",43,0.00859189033508301
"337","500","4",33,0.0138149261474609
"338","500","4",54,0.00804901123046875
"339","500","4",29,0.0150439739227295
"340","500","4",45,0.00989913940429688
"341","500","4",39,0.00837182998657227
"342","500","4",39,0.00800895690917969
"343","500","4",49,0.00819993019104004
"344","500","4",41,0.00842118263244629
"345","500","4",60,0.0181009769439697
"346","500","4",37,0.00784683227539062
"347","500","4",46,0.0078890323638916
"348","500","4",34,0.00803709030151367
"349","500","4",53,0.00777602195739746
"350","500","4",31,0.00770807266235352
"351","500","4",52,0.0126900672912598
"352","500","4",72,0.0097050666809082
"353","500","4",36,0.012192964553833
"354","500","4",56,0.00856804847717285
"355","500","4",29,0.00800514221191406
"356","500","4",55,0.00777506828308105
"357","500","4",44,0.00763106346130371
"358","500","4",45,0.00916004180908203
"359","500","4",54,0.012470006942749
"360","500","4",31,0.00852680206298828
"361","500","4",38,0.0142529010772705
"362","500","4",39,0.00888991355895996
"363","500","4",61,0.00792407989501953
"364","500","4",33,0.0078279972076416
"365","500","4",47,0.00905394554138184
"366","500","4",33,0.00938081741333008
"367","500","4",47,0.00813078880310059
"368","500","4",35,0.00820112228393555
"369","500","4",45,0.0151731967926025
"370","500","4",36,0.00776100158691406
"371","500","4",60,0.0103459358215332
"372","500","4",56,0.0148148536682129
"373","500","4",47,0.00886201858520508
"374","500","4",40,0.00768685340881348
"375","500","4",39,0.00784993171691895
"376","500","4",65,0.00990700721740723
"377","500","4",60,0.0147230625152588
"378","500","4",42,0.00776410102844238
"379","500","4",39,0.00776004791259766
"380","500","4",59,0.00783395767211914
"381","500","4",37,0.0088660717010498
"382","500","4",37,0.00783205032348633
"383","500","4",47,0.0079951286315918
"384","500","4",36,0.00873494148254395
"385","500","4",52,0.0150811672210693
"386","500","4",42,0.00779199600219727
"387","500","4",33,0.00778317451477051
"388","500","4",49,0.00805306434631348
"389","500","4",44,0.00914788246154785
"390","500","4",31,0.0121181011199951
"391","500","4",55,0.00787210464477539
"392","500","4",48,0.00790500640869141
"393","500","4",42,0.01450514793396
"394","500","4",50,0.00979018211364746
"395","500","4",39,0.0109539031982422
"396","500","4",46,0.00798702239990234
"397","500","4",58,0.00777912139892578
"398","500","4",71,0.00835609436035156
"399","500","4",28,0.00848007202148438
"400","500","4",38,0.00801706314086914
"401","500","5",46,0.0208079814910889
"402","500","5",28,0.00837206840515137
"403","500","5",83,0.00780200958251953
"404","500","5",49,0.00795817375183105
"405","500","5",53,0.0123028755187988
"406","500","5",33,0.0113229751586914
"407","500","5",45,0.0084068775177002
"408","500","5",43,0.00857400894165039
"409","500","5",42,0.0159311294555664
"410","500","5",60,0.00786900520324707
"411","500","5",49,0.0101110935211182
"412","500","5",39,0.0121769905090332
"413","500","5",38,0.00832891464233398
"414","500","5",52,0.00803303718566895
"415","500","5",36,0.011699914932251
"416","500","5",42,0.00890302658081055
"417","500","5",38,0.0153939723968506
"418","500","5",72,0.0124540328979492
"419","500","5",66,0.00958704948425293
"420","500","5",30,0.0095970630645752
"421","500","5",42,0.00964188575744629
"422","500","5",37,0.00897598266601562
"423","500","5",30,0.0138671398162842
"424","500","5",62,0.00919508934020996
"425","500","5",42,0.0146372318267822
"426","500","5",57,0.00977182388305664
"427","500","5",58,0.00853514671325684
"428","500","5",39,0.0112760066986084
"429","500","5",40,0.00963282585144043
"430","500","5",41,0.00847291946411133
"431","500","5",43,0.00841903686523438
"432","500","5",49,0.0160300731658936
"433","500","5",38,0.0115339756011963
"434","500","5",26,0.00844979286193848
"435","500","5",78,0.00792908668518066
"436","500","5",44,0.0116310119628906
"437","500","5",48,0.0089879035949707
"438","500","5",52,0.00822615623474121
"439","500","5",43,0.0110049247741699
"440","500","5",47,0.0139219760894775
"441","500","5",48,0.00798606872558594
"442","500","5",34,0.0102560520172119
"443","500","5",40,0.00789594650268555
"444","500","5",37,0.00902891159057617
"445","500","5",29,0.00941085815429688
"446","500","5",49,0.00803804397583008
"447","500","5",43,0.0101110935211182
"448","500","5",56,0.0146019458770752
"449","500","5",50,0.00787496566772461
"450","500","5",31,0.00982809066772461
"451","500","5",40,0.0132780075073242
"452","500","5",64,0.00937700271606445
"453","500","5",42,0.00821781158447266
"454","500","5",34,0.0078589916229248
"455","500","5",40,0.00902104377746582
"456","500","5",42,0.0176081657409668
"457","500","5",32,0.00825214385986328
"458","500","5",48,0.00830197334289551
"459","500","5",52,0.00797104835510254
"460","500","5",60,0.00808191299438477
"461","500","5",44,0.0112800598144531
"462","500","5",42,0.00931191444396973
"463","500","5",46,0.00867199897766113
"464","500","5",38,0.0139729976654053
"465","500","5",39,0.00777006149291992
"466","500","5",50,0.0123879909515381
"467","500","5",63,0.00875997543334961
"468","500","5",46,0.00794696807861328
"469","500","5",37,0.0120739936828613
"470","500","5",39,0.00982117652893066
"471","500","5",62,0.0409789085388184
"472","500","5",55,0.00960302352905273
"473","500","5",37,0.00976395606994629
"474","500","5",43,0.0130290985107422
"475","500","5",32,0.00802898406982422
"476","500","5",35,0.00769495964050293
"477","500","5",41,0.00787496566772461
"478","500","5",49,0.0135738849639893
"479","500","5",47,0.0131340026855469
"480","500","5",40,0.00859904289245605
"481","500","5",30,0.00810098648071289
"482","500","5",49,0.0107300281524658
"483","500","5",45,0.00864696502685547
"484","500","5",47,0.0113410949707031
"485","500","5",38,0.00910401344299316
"486","500","5",31,0.00978708267211914
"487","500","5",64,0.0219171047210693
"488","500","5",28,0.00848793983459473
"489","500","5",68,0.0111620426177979
"490","500","5",45,0.00961399078369141
"491","500","5",45,0.00945305824279785
"492","500","5",35,0.00870084762573242
"493","500","5",58,0.00838708877563477
"494","500","5",37,0.00868606567382812
"495","500","5",51,0.0128700733184814
"496","500","5",52,0.00832891464233398
"497","500","5",66,0.00980520248413086
"498","500","5",51,0.00876498222351074
"499","500","5",38,0.00880813598632812
"500","500","5",43,0.00831294059753418
"501","500","6",37,0.0103418827056885
"502","500","6",52,0.0115280151367188
"503","500","6",36,0.0127019882202148
"504","500","6",66,0.0111560821533203
"505","500","6",42,0.0104231834411621
"506","500","6",43,0.00815010070800781
"507","500","6",34,0.00778603553771973
"508","500","6",53,0.00773000717163086
"509","500","6",27,0.0149378776550293
"510","500","6",66,0.0101759433746338
"511","500","6",39,0.0164380073547363
"512","500","6",54,0.00786685943603516
"513","500","6",51,0.00806188583374023
"514","500","6",47,0.00926589965820312
"515","500","6",65,0.0140430927276611
"516","500","6",38,0.00874710083007812
"517","500","6",54,0.00815391540527344
"518","500","6",56,0.0086519718170166
"519","500","6",60,0.0153379440307617
"520","500","6",66,0.00922203063964844
"521","500","6",50,0.00803303718566895
"522","500","6",50,0.00776004791259766
"523","500","6",38,0.00830388069152832
"524","500","6",31,0.00796103477478027
"525","500","6",50,0.00796413421630859
"526","500","6",31,0.00870299339294434
"527","500","6",58,0.00814700126647949
"528","500","6",63,0.00792407989501953
"529","500","6",46,0.00818085670471191
"530","500","6",62,0.0106070041656494
"531","500","6",44,0.0121099948883057
"532","500","6",57,0.00795221328735352
"533","500","6",53,0.00872015953063965
"534","500","6",37,0.0196359157562256
"535","500","6",36,0.0080258846282959
"536","500","6",54,0.00794792175292969
"537","500","6",51,0.00824189186096191
"538","500","6",43,0.0127391815185547
"539","500","6",51,0.0125019550323486
"540","500","6",53,0.00827598571777344
"541","500","6",42,0.0079951286315918
"542","500","6",36,0.021557092666626
"543","500","6",63,0.0078730583190918
"544","500","6",69,0.01015305519104
"545","500","6",53,0.0138518810272217
"546","500","6",59,0.00847792625427246
"547","500","6",44,0.0130240917205811
"548","500","6",38,0.00850605964660645
"549","500","6",47,0.00998091697692871
"550","500","6",51,0.017052173614502
"551","500","6",67,0.00835299491882324
"552","500","6",38,0.00852203369140625
"553","500","6",62,0.00832796096801758
"554","500","6",46,0.0091700553894043
"555","500","6",50,0.00842189788818359
"556","500","6",27,0.00858712196350098
"557","500","6",39,0.00874090194702148
"558","500","6",65,0.0127420425415039
"559","500","6",34,0.00990080833435059
"560","500","6",36,0.0084538459777832
"561","500","6",66,0.0128250122070312
"562","500","6",30,0.00890302658081055
"563","500","6",51,0.0083000659942627
"564","500","6",37,0.00855898857116699
"565","500","6",42,0.0176899433135986
"566","500","6",55,0.00845193862915039
"567","500","6",67,0.00911593437194824
"568","500","6",52,0.00928997993469238
"569","500","6",67,0.00861907005310059
"570","500","6",37,0.00844597816467285
"571","500","6",72,0.0085599422454834
"572","500","6",39,0.0083458423614502
"573","500","6",41,0.0163900852203369
"574","500","6",39,0.0100281238555908
"575","500","6",65,0.0120270252227783
"576","500","6",33,0.0103201866149902
"577","500","6",53,0.0114569664001465
"578","500","6",38,0.00979995727539062
"579","500","6",66,0.00833415985107422
"580","500","6",66,0.00900101661682129
"581","500","6",64,0.0174460411071777
"582","500","6",40,0.00799083709716797
"583","500","6",39,0.0081479549407959
"584","500","6",38,0.012315034866333
"585","500","6",48,0.00806808471679688
"586","500","6",51,0.00769615173339844
"587","500","6",31,0.00848698616027832
"588","500","6",47,0.0122230052947998
"589","500","6",60,0.0157971382141113
"590","500","6",46,0.0117781162261963
"591","500","6",48,0.00796699523925781
"592","500","6",41,0.00777292251586914
"593","500","6",54,0.00763988494873047
"594","500","6",65,0.00780010223388672
"595","500","6",42,0.00787520408630371
"596","500","6",47,0.0168211460113525
"597","500","6",41,0.00798416137695312
"598","500","6",45,0.00786399841308594
"599","500","6",53,0.00804710388183594
"600","500","6",61,0.0126159191131592
"601","500","7",46,0.00989508628845215
"602","500","7",71,0.00868391990661621
"603","500","7",50,0.00876212120056152
"604","500","7",53,0.0173001289367676
"605","500","7",44,0.00870084762573242
"606","500","7",80,0.00874686241149902
"607","500","7",34,0.00913715362548828
"608","500","7",25,0.0111892223358154
"609","500","7",59,0.00905394554138184
"610","500","7",40,0.0117042064666748
"611","500","7",40,0.0152750015258789
"612","500","7",57,0.0163021087646484
"613","500","7",54,0.00886321067810059
"614","500","7",49,0.00931477546691895
"615","500","7",39,0.00977206230163574
"616","500","7",44,0.00917887687683105
"617","500","7",38,0.00963592529296875
"618","500","7",56,0.00941014289855957
"619","500","7",69,0.0153779983520508
"620","500","7",39,0.0102899074554443
"621","500","7",48,0.00992298126220703
"622","500","7",65,0.0091400146484375
"623","500","7",47,0.0104191303253174
"624","500","7",56,0.00910282135009766
"625","500","7",38,0.00944209098815918
"626","500","7",75,0.0110950469970703
"627","500","7",70,0.0152220726013184
"628","500","7",52,0.00958704948425293
"629","500","7",50,0.00968599319458008
"630","500","7",51,0.0086970329284668
"631","500","7",50,0.0103299617767334
"632","500","7",49,0.00965309143066406
"633","500","7",45,0.0102419853210449
"634","500","7",58,0.00903105735778809
"635","500","7",42,0.143131971359253
"636","500","7",40,0.0105149745941162
"637","500","7",58,0.00988411903381348
"638","500","7",47,0.00963306427001953
"639","500","7",68,0.00873398780822754
"640","500","7",57,0.00897789001464844
"641","500","7",54,0.00889396667480469
"642","500","7",46,0.00878596305847168
"643","500","7",55,0.012951135635376
"644","500","7",43,0.00871181488037109
"645","500","7",63,0.00887107849121094
"646","500","7",42,0.0111660957336426
"647","500","7",65,0.0085289478302002
"648","500","7",54,0.01180100440979
"649","500","7",70,0.00892901420593262
"650","500","7",48,0.0086829662322998
"651","500","7",44,0.012631893157959
"652","500","7",43,0.00873112678527832
"653","500","7",36,0.00883293151855469
"654","500","7",44,0.00812387466430664
"655","500","7",71,0.0121660232543945
"656","500","7",45,0.00811100006103516
"657","500","7",44,0.00788402557373047
"658","500","7",50,0.0126938819885254
"659","500","7",67,0.0104918479919434
"660","500","7",59,0.0091710090637207
"661","500","7",52,0.0132710933685303
"662","500","7",63,0.00901198387145996
"663","500","7",60,0.00817680358886719
"664","500","7",86,0.0140199661254883
"665","500","7",48,0.0127701759338379
"666","500","7",47,0.0133039951324463
"667","500","7",38,0.00812411308288574
"668","500","7",60,0.00789785385131836
"669","500","7",47,0.0078270435333252
"670","500","7",67,0.00829505920410156
"671","500","7",69,0.00785303115844727
"672","500","7",46,0.00808906555175781
"673","500","7",76,0.00864911079406738
"674","500","7",58,0.0208499431610107
"675","500","7",53,0.00781488418579102
"676","500","7",43,0.0114419460296631
"677","500","7",41,0.00999784469604492
"678","500","7",52,0.00782585144042969
"679","500","7",54,0.00800609588623047
"680","500","7",73,0.010444164276123
"681","500","7",62,0.0112271308898926
"682","500","7",58,0.0142800807952881
"683","500","7",50,0.0083460807800293
"684","500","7",40,0.00940203666687012
"685","500","7",49,0.0101380348205566
"686","500","7",27,0.0103731155395508
"687","500","7",72,0.00791788101196289
"688","500","7",51,0.00803399085998535
"689","500","7",31,0.0124518871307373
"690","500","7",58,0.0145418643951416
"691","500","7",63,0.0078120231628418
"692","500","7",34,0.00786018371582031
"693","500","7",48,0.00770902633666992
"694","500","7",40,0.00789117813110352
"695","500","7",68,0.00876092910766602
"696","500","7",66,0.0115180015563965
"697","500","7",48,0.00863790512084961
"698","500","7",47,0.012286901473999
"699","500","7",54,0.00848793983459473
"700","500","7",75,0.00808906555175781
"701","500","8",58,0.00785303115844727
"702","500","8",44,0.0084228515625
"703","500","8",48,0.0108611583709717
"704","500","8",37,0.00963401794433594
"705","500","8",69,0.0149879455566406
"706","500","8",64,0.00805020332336426
"707","500","8",36,0.00774288177490234
"708","500","8",38,0.00786709785461426
"709","500","8",45,0.00766110420227051
"710","500","8",51,0.0121190547943115
"711","500","8",62,0.0084989070892334
"712","500","8",54,0.00790691375732422
"713","500","8",48,0.0141439437866211
"714","500","8",60,0.0081181526184082
"715","500","8",82,0.00814414024353027
"716","500","8",69,0.00785088539123535
"717","500","8",70,0.00783991813659668
"718","500","8",42,0.00770211219787598
"719","500","8",40,0.0103318691253662
"720","500","8",75,0.0107138156890869
"721","500","8",38,0.0121111869812012
"722","500","8",70,0.00784707069396973
"723","500","8",52,0.00800704956054688
"724","500","8",59,0.00791692733764648
"725","500","8",56,0.0106379985809326
"726","500","8",51,0.0114388465881348
"727","500","8",93,0.00791215896606445
"728","500","8",64,0.00792098045349121
"729","500","8",54,0.0149679183959961
"730","500","8",40,0.00788998603820801
"731","500","8",48,0.007904052734375
"732","500","8",42,0.00770807266235352
"733","500","8",62,0.00773000717163086
"734","500","8",64,0.00806403160095215
"735","500","8",46,0.00806713104248047
"736","500","8",44,0.0132389068603516
"737","500","8",68,0.0148520469665527
"738","500","8",53,0.00841403007507324
"739","500","8",50,0.00802803039550781
"740","500","8",63,0.00845098495483398
"741","500","8",64,0.0116829872131348
"742","500","8",51,0.0136699676513672
"743","500","8",45,0.00811386108398438
"744","500","8",68,0.0165212154388428
"745","500","8",47,0.0121989250183105
"746","500","8",38,0.00878810882568359
"747","500","8",56,0.00792908668518066
"748","500","8",48,0.00770807266235352
"749","500","8",40,0.00930500030517578
"750","500","8",89,0.00804996490478516
"751","500","8",46,0.00825405120849609
"752","500","8",54,0.0120041370391846
"753","500","8",63,0.00820612907409668
"754","500","8",58,0.0105268955230713
"755","500","8",61,0.0110371112823486
"756","500","8",77,0.00941801071166992
"757","500","8",38,0.00779485702514648
"758","500","8",51,0.00783920288085938
"759","500","8",62,0.00787901878356934
"760","500","8",46,0.0167300701141357
"761","500","8",57,0.00952696800231934
"762","500","8",56,0.00809812545776367
"763","500","8",52,0.00824213027954102
"764","500","8",53,0.01065993309021
"765","500","8",40,0.00795483589172363
"766","500","8",73,0.00862312316894531
"767","500","8",95,0.0156221389770508
"768","500","8",45,0.00789189338684082
"769","500","8",56,0.00801491737365723
"770","500","8",49,0.00810003280639648
"771","500","8",47,0.00775599479675293
"772","500","8",44,0.00825285911560059
"773","500","8",70,0.0085608959197998
"774","500","8",53,0.0081329345703125
"775","500","8",59,0.013840913772583
"776","500","8",39,0.00780797004699707
